ID,title,abstract,authors,date,category,doi,version,author_corresponding,author_corresponding_institution,link_page,link_pdf,license,published
12929,"Peripheral innate and adaptive immune cells during COVID-19: Functional neutrophils, pro-inflammatory monocytes and half-dead lymphocytes","A better understanding of the innate and adaptive cells in the COVID-19 disease caused by the SARS-CoV-2 coronavirus is a necessity for the development of effective treatment methods and vaccines. We studied phenotypic features of innate and adaptive immune cells, oxidative burst, phagocytosis and apoptosis. One hundred and three patients with COVID-19 grouped according to their clinical features as mild (35%), moderate (40.8%), and severe (24.3%) were included in the study. Monocytes from all COVID-19 patients were CD16+ pro-inflammatory monocytes. Neutrophils were mature and functional. No defect has been found in ROS production of monocytes and neutrophils as well as no defect in their apoptosis. As bridging cells of the innate and adaptive immune system; the percentage of NK cells was in normal range whereas the percentages of CD3-CD8+CD56+ innate lymphoid and CD3+CD56+ NK like T cells were found to be high in the severe cases of COVID-19. Although absolute numbers of all lymphocyte subsets were low and showed a tendency for a gradual decrease in accord with the disease progression, in all COVID-19 patients, the lymphocyte subset with the most decreased absolute number was B lymphocytes, followed by CD4 + T cells in the severe cases. The percentages of suppressive, CD3+CD4-CD8-; HLA-DR+CD3+ and CD28-CD8+ cells were found to be significantly increased. Importantly, we demonstrated spontaneous caspase-3 activation and increased lymphocyte apoptosis. Altogether our data suggest that SARS-CoV-2 primarily affects lymphocytes not innate cells. So that, it may interrupt the cross-talk between adaptive and innate immune systems.","Eksioglu-Demiralp, E.; Alan, S.; Sili, U.; Bakan, D.; Ocak, I.; Yurekli, R.; Alpay, N.; Gorcin, S.; Yildiz, A.",2020-08-04,Infectious Diseases,10.1101/2020.08.01.20166587,1,Emel Eksioglu-Demiralp,"Istanbul Memorial Sisli Hospital, Tissue Typing and Immunology Laboratory",https://www.medrxiv.org/content/10.1101/2020.08.01.20166587v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2020.08.01.20166587v1.full.pdf,cc_no,"NA"
22399,CLINICAL PERFORMANCE OF THE CALL SCORE FOR THE PREDICTION OF ADMISSION TO ICU AND DEATH IN HOSPITALIZED PATIENTS WITH COVID-19 PNEUMONIA IN A REFERENCE HOSPITAL IN PERU,"ObjectiveDetermine the CALL SCOREs diagnostic accuracy for the prediction of ICU admission and death in patients hospitalized for COVID-19 pneumonia in a reference hospital in Peru.

MethodsWe performed an analytical cross-sectional observational study. We included patients with COVID-19 pneumonia treated at the """"Dos de Mayo"""" National Hospital. Patients over 18 years old with a diagnosis confirmed by rapid or molecular testing were included. Those with an incomplete, illegible, or missing medical history and/or bacterial or fungal pneumonia were excluded. Data were extracted from medical records. The primary outcomes were mortality and admission to the ICU. The Call Score was calculated for each patient (4 to 13 points) and classified into three risk groups. Summary measures were presented for qualitative and quantitative variables. The area under the model curve and the operational characteristics (sensitivity, specificity) were calculated for the best cut-off point.

ResultsThe Call Score reported an area under the curve of 0.59 (IC95%: 0.3 to 0.07), p = 0.43 for predicting death. However, for a cut-off point of 5.5, a sensitivity of 87%and a specificity of 65%were obtained. The area under the curve for ICU admission was 0.67 (95%CI: 0.3 to 0.07), p = 0.43; the 5.5 cut-off point showed a sensitivity of 82%and a specificity of 51%.

ConclusionsThe Call Score shows a low performance for predicting mortality and admission to the ICU in Peruvian patients.","Pichardo-Rodriguez, R.; Saavedra-Velasco, M.; Pena-Oscuvilca, W.; Ascarza-Saldana, J.; Sanchez-Alvarez, C.; Patron-Ordonez, G.; Ruiz-Franco, O.; De La Cruz-Vargas, J. A.; Garcia-Perdomo, H. A.",2021-02-15,Respiratory Medicine,10.1101/2021.02.09.21250884,1,Jhony A. De La Cruz-Vargas,Universidad Ricardo Palma.,https://www.medrxiv.org/content/10.1101/2021.02.09.21250884v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2021.02.09.21250884v1.full.pdf,cc_by_nd,"NA"
10107,Modelling for prediction of the spread and severity of COVID-19 and its association with socioeconomic factors and virus types,"We report the development of a Weibull based Long-Short-Term-Memory approach (W-LSTM) for the prediction of COVID-19 disease. The W-LSTM model developed in this study, performs better in terms of MSE, R2 and MAPE, as compared to the previously published models, including ARIMA, LSTM and their variations. Using W-LSTM model, we have predicted the beginning and end of the current cycle of COVID-19 in several countries. Performance of the model was validated as satisfactory in 82% of the 50 test countries, while asking for prediction for 10 days beyond the period of training. Accuracy of the above prediction with days beyond training was assessed in comparison with the MAPE that the model gave with cumulative global data. The model was applied to study correlation between the growth of infection and deaths, and a number of effectors that may influence the epidemic. The model identified age groups, trade with China, air traffic, country temperature and CoV-2 virus types as the likely effectors of infection and virulence leading to deaths. The predictors likely to promote or suppress the epidemic were identified. Some of the predictors had significant effect on the shape parameters of Weibull distribution. The model can function on cloud, take inputs in real time and handle large data country wise, at low costs to make predictions dynamically. Such predictions are highly valuable in guiding policy makers, administration and health. Interactive curves generated from the W-LSTM model can be seen at http://collaboration.coraltele.com/covid2/.","Tuli, S.; Tuli, S.; Verma, R.; Tuli, R.",2020-06-20,Epidemiology,10.1101/2020.06.18.20134874,1,Shreshth Tuli,IIT Delhi,https://www.medrxiv.org/content/10.1101/2020.06.18.20134874v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2020.06.18.20134874v1.full.pdf,cc_by_nc_nd,"NA"
5092,"A model-based evaluation of the efficacy of COVID-19 social distancing, testing and hospital triage policies","We present a stochastic compartmental network model of SARS-CoV-2 and COVID-19 exploring the effects of policy choices in three domains: social distancing, hospital triaging, and testing. We distinguished between high-risk and low-risk members of the population, and modeled differences in social interactions due to context, risk level, infection status, and testing status. The model incorporates many of the currently important characteristics of the disease, including overcapacity in the healthcare system and uncertainties surrounding the proportion and transmission potential of asymptomatic cases. We compared current policy guidelines from public health agencies with alternative options, and investigated the effects of policy decisions on the overall proportion of COVID-19-related deaths. Our results support current policies to contain the outbreak but also suggest possible refinements, including emphasizing the need to reduce public, random contacts more than private contacts, and testing low-risk symptomatic individuals before high-risk symptomatic individuals. Our model furthermore points to interactions among the three policy domains; the efficacy of a particular policy choice depends on other implemented policies. Finally, our results provide an explanation for why societies like Germany, with lower average rates of social contact, are more successful at containing the outbreak than highly social societies such as Italy, despite the implementation of similar policy measures.","Mccombs, A.; Kadelka, C.",2020-04-23,Infectious Diseases,10.1101/2020.04.20.20073213,1,Claus Kadelka,Iowa State University,https://www.medrxiv.org/content/10.1101/2020.04.20.20073213v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2020.04.20.20073213v1.full.pdf,cc_by_nc_nd,10.1371/journal.pcbi.1008388
16441,Development of wastewater pooled surveillance of SARS-CoV-2 from congregate living settings,"Wastewater-based monitoring for SARS-CoV-2 holds promise as tool to inform public health-decision making. Testing at individual building-level could be an efficient, passive means of preventing early detection of new cases in congregate living settings, but this approach has not been validated. Sample collection protocols were developed and refined during preliminary sampling from a hospital and a local municipal wastewater treatment plant. Molecular diagnostic methods were compared side-by-side to assess feasibility, performance and sensitivity. Optimized sample collection and processing protocols were then used to monitor two occupied dormitory complexes (n=105 and 66) over eight weeks. Wastewater results were validated using known case counts from external clinical testing of building occupants. Results confirm that ultracentrifugation from a 24 hour composite collection had a sensitivity of 95% and a specificity of 100%. However, if the detection of convalescent shedding is considered a false positive then the sensitivity would be 95.2% but the specificity would drop to 52%. We determined a highly sensitive method for detecting SARS-CoV-2 shedding in building wastewater however our methods could not distinguish new infectious cases from persistent convalescent shedding of SARS-CoV-2 RNA. Future work must focus on methods to distinguish new infections from convalescent shedding to widely deploy this promising wastewater surveillance tool.","Colosi, L. M.; Barry, K. E.; Kotay, S. M.; Porter, M. D.; Poulter, M. D.; Ratliff, C.; Simmons, W.; Morse, R. G.; Steinberg, L. I.; Wilson, D. D.; Zmick, P.; Mathers, A. J.",2020-10-11,Infectious Diseases,10.1101/2020.10.10.20210484,1,Amy J Mathers,University of Virginia,https://www.medrxiv.org/content/10.1101/2020.10.10.20210484v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2020.10.10.20210484v1.full.pdf,cc_by_nd,"NA"
15025,SARS-CoV-2 detection by extraction-free qRT-PCR for massive and rapid COVID-19 diagnosis during a pandemic,"COVID-19 pandemic severely impacted the healthcare and economy on a global scale. It is widely recognized that mass testing is an efficient way to contain the infection spread as well as the development of informed policies for disease management. However, the current COVID-19 worldwide infection rates increased demand in the rapid and reliable screening of SARS-CoV-2 infection.

We compared the performance of qRT-PCR in direct heat-inactivated, heat-inactivated/pelleted samples against RNA in a group of 74 subjects (44 positive and 30 negative). In addition, we compared the sensitivity of heat-inactivated/pelleted in another group of 196 COVID-19 positive samples.

Our study suggests that swab sample heat-inactivation and pelleting show higher accuracy for SARS-CoV-2 detection PCR assay compared to heat-inactivation only (89% vs 83% of the detection in RNA). The accuracy of detection using direct samples varied depending on the sample transport and storage media as well as the concentration of viral particles.

Our study suggests that purified RNA provides more accurate results, however, direct qRT-PCR may help to significantly increase testing capacity. Switching to the direct sample testing is justified if the number of tests is doubled at least.","Avetyan, D.; Chavushyan, A.; Ghazaryan, H.; Melkonyan, A.; Stepanyan, A.; Zakharyan, R.; Hayrapetyan, V.; Atshemyan, S.; Martirosyan, G.; Melik-Andreasyan, G.; Sargsyan, S.; Ghazazyan, A.; Aleksanyan, N.; Yin, X.; Arakelyan, A.",2020-09-12,Infectious Diseases,10.1101/2020.09.10.20191189,2,Arsen Arakelyan,Institute of Molecular Biology NAS RA,https://www.medrxiv.org/content/10.1101/2020.09.10.20191189v2?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2020.09.10.20191189v2.full.pdf,cc_by_nc_nd,10.1016/j.jviromet.2021.114199
11245,Joint Detection of Serum IgM/IgG Antibody is An Important Key to Clinical Diagnosis of SARS-COV-2 Infection,"BackgroundThis study was aimed to investigate the application of SARS- COV-2 IgM and IgG antibodies in diagnosis of COVID-19 infection.

MethodThis study enrolled a total of 178 patients at Huangshi Central Hospital from January to February, 2020. Among them, 68 patients were SARS-COV-2 infected confirmed with nucleic acid test (NAT) and CT imaging. 9 patients were in the suspected group (NAT negative) with fever and other respiratory symptoms. 101 patients were in the control group with other diseases and negative to SARS-COV-2 infection. After serum samples were collected, SARS-COV-2 IgG and IgM antibodies were tested by chemiluminescence immunoassay (CLIA) for all patients.

ResultsThe specificity of serum IgM and IgG antibodies to SARS-COV-2 were 99.01% (100/101) and 96.04% (97/101) respectively, and the sensitivity were 88.24% (60/68) and 97.06% (66/68) respectively. The combined detection rate of SARS-COV-2 IgM and IgG antibodies were 98.53% (67/68).

ConclusionCombined detection of serum SARS-COV-2 IgM and IgG antibodies had better sensitivity compared with single IgM or IgG test, which can be used as an important diagnostic tool for SARS-COV-2 infection and a screening tool of potential SARS-COV-2 carriers in clinics, hospitals and accredited scientific laboratory.","Hu, F.; Shang, X.; Chen, M.; Zhang, C.",2020-07-08,Infectious Diseases,10.1101/2020.07.07.20146902,1,Meizhou Chen,"Department of Clinical Laboratory, Huangshi Central Hospital, Edong Healthcare Group (Affiliated Hospital of Hubei Polytechnic University)",https://www.medrxiv.org/content/10.1101/2020.07.07.20146902v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2020.07.07.20146902v1.full.pdf,cc_no,10.1155/2020/1020843
14611,Dynamic Network Strategies for SARS-CoV-2 Control on a Cruise Ship,"SARS-CoV-2 outbreaks have occurred on several nautical vessels, driven by the high-density contact networks on these ships. Optimal strategies for prevention and control that account for realistic contact networks are needed. We developed a network-based transmission model for SARS-CoV-2 on the Diamond Princess outbreak to characterize transmission dynamics and to estimate the epidemiological impact of outbreak control and prevention measures. This model represented the dynamic multi-layer network structure of passenger-passenger, passengercrew, and crew-crew contacts, both before and after the large-scale network lockdown imposed on the ship in response to the disease outbreak. Model scenarios evaluated variations in the timing of the network lockdown, reduction in contact intensity within the sub-networks, and diagnosis-based case isolation on outbreak prevention. We found that only extreme restrictions in contact patterns during network lockdown and idealistic clinical response scenarios could avert a major COVID-19 outbreak. Contact network changes associated with adequate outbreak prevention were the restriction of passengers to their cabins, with limited passenger-crew contacts. Clinical response strategies required for outbreak prevention included early mass screening with an ideal PCR test (100% sensitivity) and immediate case isolation upon diagnosis. Public health restrictions on optional leisure activities like these should be considered until longer-term effective solutions such as a COVID-19 vaccine become widely available.","Jenness, S. M.; Willebrand, K. S.; Malik, A. A.; Lopman, B. A.; Omer, S. B.",2020-10-06,Infectious Diseases,10.1101/2020.08.26.20182766,2,Samuel M Jenness,Emory University,https://www.medrxiv.org/content/10.1101/2020.08.26.20182766v2?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2020.08.26.20182766v2.full.pdf,cc_by_nc_nd,"NA"
19972,Oxygen saturation instability in suspected covid-19 patients; contrasting effects of reduced VA/Q and shunt.,"Patients in the UK at risk of Covid-19 pneumonia, but not needing immediate hospital attention, are to be given pulse oximeters to identify a fall in oxygen saturation (SaO2 or SpO2) at home. A recent finding in Covid-19 pneumonia is a dominant reduction in ventilation to perfused alveoli (VA/Q). A mathematical model of gas exchange was used to predict the effect of shunt or reduced VA/Q on SaO2 stability inferred from the slope of the PIO2 vs SaO2 curve as it intersected the line representing ambient PIO2. A {+/-}1 kPa variation in PIO2 predicted a 1.5% and 8% change in SpO2 with 15% shunt and 0.4 VA/Q respectively. As a consistency check, two patients with pre-existing lung disease and 12 hour continuous SpO2 monitoring breathing air had gas exchange impairment analysed in terms of shunt and reduced VA/Q. The patient with 16% shunt and normal VA/Q had a stable but reduced SpO2 (circa 93{+/-}1%) throughout the 12 hr period. The patient with a VA/Q reduced to 0.48 had SpO2 ranging from 75-95% during the same period. SpO2 monitoring in suspected covid-19 patients should focus on SpO2 varying >5% in 30 minutes. Such instability in at risk patients is not diagnostic of Covid-19 pneumonia but this may be suspected from a dominant reduction in VA/Q if episodic hypoxaemia has progressed from a stable SpO2.","Jones, J. G.",2021-01-06,Respiratory Medicine,10.1101/2020.12.17.20248126,3,John Gareth Jones,"Formerly University of Cambridge, UK",https://www.medrxiv.org/content/10.1101/2020.12.17.20248126v3?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2020.12.17.20248126v3.full.pdf,cc_by_nc_nd,"NA"
14372,Sample Pooling is a Viable Strategy for SARS-CoV-2 Detection in Low-Prevalence Settings,"BACKGROUNDThe severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) pandemic has significantly increased demand on laboratory throughput and reagents for nucleic acid extraction and polymerase chain reaction (PCR). Reagent shortages may limit the expansion of testing required to scale back isolation measures.

AIMTo investigate the viability of sample pooling as a strategy for increasing test throughput and conserving PCR reagents; to report our early experience with pooling of clinical samples.

METHODSA pre-implementation study was performed to assess the sensitivity and theoretical efficiency of two, four, and eight-sample pools in a real-time reverse transcription PCR-based workflow. A standard operating procedure was developed and implemented in two laboratories during periods of peak demand, inclusive of over 29,000 clinical samples processed in our laboratory.

RESULTSSensitivity decreased (mean absolute increase in cycle threshold value of 0.6, 2.3, and 3.0 for pools of two, four, and eight samples respectively) and efficiency increased as pool size increased. Gains from pooling diminished at high disease prevalence. Our standard operating procedure was successfully implemented across two laboratories. Increased workflow complexity imparts a higher risk of errors, and requires risk mitigation strategies. Turnaround time for individual samples increased, hence urgent samples should not be pooled.

CONCLUSIONSPooling is a viable strategy for high-throughput testing of SARS-CoV-2 in low-prevalence settings.","Chong, B. S.; Tran, T.; Druce, J.; Ballard, S. A.; Simpson, J. A.; Catton, M.",2020-09-02,Infectious Diseases,10.1101/2020.08.26.20181719,1,Brian Sw Chong,Victorian Infectious Diseases Reference Laboratory,https://www.medrxiv.org/content/10.1101/2020.08.26.20181719v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2020.08.26.20181719v1.full.pdf,cc_by_nc_nd,10.1016/j.pathol.2020.09.005
13934,"Comparing the COVID-19 pandemic in space and over time in Europe, using numbers of deaths, crude rates and adjusted mortality trend ratios","BackgroundSince COVID-19 was declared a pandemic, attempts have been made to monitor trends over time and to compare countries and regions. Insufficient testing for COVID-19 underestimates the incidence and inflates the case-fatality proportion. Given the age- and sex- distribution of morbidity and mortality from COVID-19, the underlying sex- and age-distribution of a population needs to be accounted for. The aim of this paper is to present a method for monitoring trends of COVID-19 using adjusted mortality trend ratios (AMTR).

MethodsAge- and sex-mortality distribution of a reference population composed of the first 14,086 fatalities which occurred before the end of March and were reported in Europe by some countries were used to calculate age- and sex-specific mortality rates per 1,000,000 population. These were applied to each country population to calculate the expected deaths. Adjusted Mortality Trend Ratios (AMTRs) with 95% confidence intervals (C.I.) were calculated for selected European countries from 17/03/2020 to 22/06/2020 by dividing observed cumulative mortality, by expected mortality times the crude mortality of the reference population. These estimated the sex- and age-adjusted mortality for COVID-19 per million population in each country.

ResultsThe cumulative mortality from COVID-19, the crude mortality rates, and the AMTRs were calculated for each country and compared. United Kingdom, Italy, France and Spain registered the highest mortality in Europe. On 22/06/2020 in Europe the total mortality rate from COVID-19 was 352 per 1,000,000 inhabitants; and it was highest in Belgium (850 per 1,000,000 inhabitants) followed by Spain, UK, Italy, Sweden and France. When accounting for the underlying age and sex structure of each country, Belgium remained the single country experiencing the highest AMTR of 929 per million inhabitants on 22/06/2020; however Ireland - which had a CMR in line with the total European population - emerged as having experienced a much more important impact of COVID-19 mortality with an AMTR of 550/million on 22/06/2020, higher than Sweden and Italy.

ConclusionsIn understanding and managing the pandemic of COVID-19, comparable international data is a priority. Our methods allow a fair comparison of mortality in space and over time. The authors urge the WHO, given the absence of age and sex-specific mortality data for direct standardisation, to adopt this method to estimate the comparative mortality from COVID-19 pandemic worldwide.

Key messageO_LIComparing trends of the COVID-19 pandemic over time and in space is essential to monitor the disease and compare different local policies
C_LIO_LIUsing the concept of indirect standardisation we propose a method to effectively compare age- and sex-adjusted mortality rates trends interpretable as deaths for COVID-19 per million inhabitants
C_LIO_LIApplying this methods, interesting features of the infection in Europe emerged; e.g. by 22/06/2020 Belgium is the most severely affected country with an AMTR of 929 per million inhabitants, followed by the UK; Ireland and Sweden rank fourth and fifth most affected country in Europe
C_LIO_LIThe WHO should consider using this method for monitoring the spread of COVID-19, which only requires recording the total number of death from COVID-19 from each country/region
C_LI","Gallo, V.; Chiodini, P.; Bruzzese, D.; Kondilis, E.; Howdon, D.; Mierau, J.; Bhopal, R.",2020-08-24,Epidemiology,10.1101/2020.08.21.20179218,1,Valentina Gallo,University of Gronongen,https://www.medrxiv.org/content/10.1101/2020.08.21.20179218v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2020.08.21.20179218v1.full.pdf,cc_by_nd,"NA"
4612,"A systematic review of antibody mediated immunity to coronaviruses: antibody kinetics, correlates of protection, and association of antibody responses with severity of disease","The duration and nature of immunity generated in response to SARS-CoV-2 infection is unknown. Many public health responses and modeled scenarios for COVID-19 outbreaks caused by SARS-CoV-2 assume that infection results in an immune response that protects individuals from future infections or illness for some amount of time. The timescale of protection is a critical determinant of the future impact of the pathogen. The presence or absence of protective immunity due to infection or vaccination (when available) will affect future transmission and illness severity. The dynamics of immunity and nature of protection are relevant to discussions surrounding therapeutic use of convalescent sera as well as efforts to identify individuals with protective immunity. Here, we review the scientific literature on antibody immunity to coronaviruses, including SARS-CoV-2 as well as the related SARS-CoV-1, MERS-CoV and human endemic coronaviruses (HCoVs). We reviewed 1281 abstracts and identified 322 manuscripts relevant to 5 areas of focus: 1) antibody kinetics, 2) correlates of protection, 3) immunopathogenesis, 4) antigenic diversity and cross-reactivity, and 5) population seroprevalence. While studies of SARS-CoV-2 are necessary to determine immune responses to it, evidence from other coronaviruses can provide clues and guide future research.

Key QuestionsO_TEXTBOXKey Questions for SARS-CoV-2

O_LIWhat are the kinetics of immune responses to infection?
C_LIO_LIDo people who have more severe disease mount stronger antibody responses after infection?
C_LIO_LIHow do antibody responses vary between different types of antibodies or as measured by different assays?
C_LIO_LIHow does the presence of antibodies impact the clinical course and severity of the disease?
C_LIO_LIIs there cross-reactivity with different coronaviruses?
C_LIO_LIDoes cross-reactivity lead to cross-protection?
C_LIO_LIWill infection protect you from future infection?
C_LIO_LIHow long will immunity last?
C_LIO_LIWhat are correlates of protection?
C_LI

C_TEXTBOX","Huang, A. T.; Garcia-Carreras, B.; Hitchings, M. D. T.; Yang, B.; Katzelnick, L.; Rattigan, S. M.; Borgert, B.; Moreno, C.; Solomon, B. D.; Rodriguez-Barraquer, I.; Lessler, J.; Salje, H.; Burke, D. S.; Wesolowski, A.; Cummings, D. A. T.",2020-04-17,Infectious Diseases,10.1101/2020.04.14.20065771,1,Derek A.t. Cummings,University of Florida,https://www.medrxiv.org/content/10.1101/2020.04.14.20065771v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2020.04.14.20065771v1.full.pdf,cc_by_nc_nd,10.1038/s41467-020-18450-4
17574,Simple discrete-time self-exciting models can describe complex dynamic processes: a case study of COVID-19,"Hawkes processes are a form of self-exciting process that has been used in numerous applications, including neuroscience, seismology, and terrorism. While these self-exciting processes have a simple formulation, they are able to model incredibly complex phenomena. Traditionally Hawkes processes are a continuous-time process, however we enable these models to be applied to a wider range of problems by considering a discrete-time variant of Hawkes processes. We illustrate this through the novel coronavirus disease (COVID-19) as a substantive case study. While alternative models, such as compartmental and growth curve models, have been widely applied to the COVID-19 epidemic, the use of discrete-time Hawkes processes allows us to gain alternative insights. This paper evaluates the capability of discrete-time Hawkes processes by retrospectively modelling daily counts of deaths as two distinct phases in the progression of the COVID-19 outbreak: the initial stage of exponential growth and the subsequent decline as preventative measures become effective. We consider various countries that have been adversely affected by the epidemic, namely, Brazil, China, France, Germany, India, Italy, Spain, Sweden, the United Kingdom and the United States. These countries are all unique concerning the spread of the virus and their corresponding response measures, in particular, the types and timings of preventative actions. However, we find that this simple model is useful in accurately capturing the dynamics of the process, despite hidden interactions that are not directly modelled due to their complexity, and differences both within and between countries. The utility of this model is not confined to the current COVID-19 epidemic, rather this model could be used to explain many other complex phenomena. It is of interest to have simple models that adequately describe these complex processes with unknown dynamics. As models become more complex, a simpler representation of the process can be desirable for the sake of parsimony.","Browning, R.; Sulem, D.; Mengersen, K.; Rivoirard, V.; Rousseau, J.",2020-11-03,Infectious Diseases,10.1101/2020.10.28.20221077,1,Raiha Browning,Queensland University of Technology,https://www.medrxiv.org/content/10.1101/2020.10.28.20221077v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2020.10.28.20221077v1.full.pdf,cc_by_nd,10.1371/journal.pone.0250015
10754,"Knowledge, attitudes, and practices towards COVID-19 among primary and middle school students during the COVID-19 outbreak period in Beijing: An online cross-sectional survey","PurposeThis study investigated the KAP towards COVID-19 and their influencing factors among primary and middle school students during the self-quarantine period in Beijing.

MethodsThis was a cross-sectional study among students from 18 primary and middle schools in Beijing during March 2020. Stratified cluster sampling was conducted. Demographic and KAP-related COVID-19 information was collected through an online questionnaire. The influencing factors were analyzed by multivariable logistic regression.

ResultsA total of 7,377 students were included. The overall correct rate for COVID-19 knowledge was 74.1%, while only 31.5% and 40.5% could identify the high-risk places of cross-infection and warning body temperature. Although 94.5% of respondents believed the epidemic could be controlled, over 50% expressed various concerns about the epidemic. The compliance rates for basic preventing behaviors were all over 80%, while those for """"rational and effective ventilation"""" (39.2%) and """"dinning separately"""" (38.6%) were low. The KAP levels were significantly differed according to various school categories of students. The COVID-19 knowledge (OR= 3.309, 95% CI: 2.921, 3.748) and attitude (OR=1.145, 95% CI: 1.003, 1.308) were associated with preventive practices. Besides, female, urban students, those with a healthy lifestyle, and those with the willingness to engage in healthcare tended to have better preventive practices.

ConclusionMost students in Beijing hold a high level of knowledge, optimistic attitudes and have appropriate practices towards COVID-19. However, targeted interventions are still necessary, especially for students with high-risk characteristics.

Implications and contributionsThe performance and the potential factors of COVID-19-related knowledge, attitudes and practices (KAP) among students in primary and middle schools is still unclear.

This study investigates the characteristics and the level of KAP among students. The results of the study may contribute to the targeted education and interventions for students.","Wen, F.; Meng, Y.; Cao, H.; Xia, J.; Li, H.; Qi, H.; Meng, K.; Zhang, L.",2020-06-30,Epidemiology,10.1101/2020.06.29.20138628,1,Ling Zhang,"Department of Epidemiology and Health Statistics, School of Public Health, Capital Medical University, and Beijing Municipal Key Laboratory of Clinical Epidemio",https://www.medrxiv.org/content/10.1101/2020.06.29.20138628v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2020.06.29.20138628v1.full.pdf,cc_no,"NA"
3857,"Injection Molded Autoclavable, Scalable, Conformable (iMASC) system for aerosol-based protection","There is a dire need for personal protective equipment (PPE) within healthcare settings during the COVID-19 pandemic. In particular, single use disposable N95 face masks have been limited in supply. We have developed an Injection Molded Autoclavable, Scalable, Conformable (iMASC) system for aerosol-based protection. The iMASC system was designed as a reusable liquid silicone rubber mask with disposable N95 filter cartridges that can fit most face sizes and shapes. This system reduced the amount of N95 filter while preserving breathability and fit. Using finite element analysis, we demonstrated mask deformation and reaction forces from facial scans of twenty different wearers. In addition, we validated these findings by successful fit testing in twenty participants in a prospective clinical trial. The iMASC system has the potential to protect our healthcare workers with a reusable N95-comparable face mask that is rapidly scalable.","Traverso, C.; Byrne, J. D.; Wentworth, A.; Chai, P.; Huang, H.-W.; Babaee, S.; Li, C.; Becker, S.; Tov, C.; Min, S.",2020-04-07,Public And Global Health,10.1101/2020.04.03.20052688,1,Carlo Traverso,Massachusetts Institute of Technology,https://www.medrxiv.org/content/10.1101/2020.04.03.20052688v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2020.04.03.20052688v1.full.pdf,cc_no,"NA"
21238,The COVID-19 Infodemic: The complex task of elevating signal and eliminating noise.,"In Situation Report #3 and 39 days before declaring COVID-19 a pandemic, the WHO declared a -19 infodemic. The volume of coronavirus tweets was far too great for one to find accurate or reliable information. Healthcare workers were flooded with which drowned the of valuable COVID-19 information. To combat the infodemic, physicians created healthcare-specific micro-communities to share scientific information with other providers. We analyzed the content of eight physician-created communities and categorized each message in one of five domains. We coded 1) an application programming interface to download tweets and their metadata in JavaScript Object Notation and 2) a reading algorithm using visual basic application in Excel to categorize the content. We superimposed the publication date of each tweet into a timeline of key pandemic events. Finally, we created NephTwitterArchive.com to help healthcare workers find COVID-19-related signal tweets when treating patients. We collected 21071 tweets from the eight hashtags studied. Only 9051 tweets were considered signal: tweets categorized into both a domain and subdomain. There was a trend towards fewer signal tweets as the pandemic progressed, with a daily median of 22% (IQR 0-42%. The most popular subdomain in Prevention was PPE (2448 signal tweets). In Therapeutics, Hydroxychloroquine/chloroquine wwo Azithromycin and Mechanical Ventilation were the most popular subdomains. During the active Infodemic phase (Days 0 to 49), a total of 2021 searches were completed in NephTwitterArchive.com, which was a 26% increase from the same time period before the pandemic was declared (Days -50 to -1). The COVID-19 Infodemic indicates that future endeavors must be undertaken to eliminate noise and elevate signal in all aspects of scientific discourse on Twitter. In the absence of any algorithm-based strategy, healthcare providers will be left with the nearly impossible task of manually finding high-quality tweets from amongst a tidal wave of noise.","Desai, T.; Conjeevaram, A.",2021-01-20,Medical Education,10.1101/2021.01.19.21249936,1,Tejas Desai,NOD Analytics,https://www.medrxiv.org/content/10.1101/2021.01.19.21249936v1?versioned=TRUE,https://www.medrxiv.org/content/10.1101/2021.01.19.21249936v1.full.pdf,cc_by_nc_nd,"NA"
