id,type,date_created,title,description,covid_flag,date_modified,date_published,attributes.original_publication_date,attributes.doi,attributes.is_published,attributes.is_preprint_orphan,tags,attributes.preprint_doi_created,date_withdrawn,attributes.current_user_permissions,attributes.public,attributes.reviews_state,date_last_transitioned,attributes.has_coi,attributes.conflict_of_interest_statement,attributes.has_data_links,attributes.why_no_data,attributes.data_links,attributes.has_prereg_links,attributes.why_no_prereg,attributes.prereg_links,attributes.prereg_link_info,attributes.subjects,attributes.license_record.copyright_holders,attributes.license_record.year,relationships.contributors.links.related.href,relationships.bibliographic_contributors.links.related.href,relationships.citation.links.related.href,relationships.citation.data.id,relationships.citation.data.type,relationships.identifiers.links.related.href,relationships.node.links.self.href,relationships.node.links.related.href,relationships.node.data.id,relationships.node.data.type,relationships.license.links.related.href,relationships.license.data.id,relationships.license.data.type,relationships.provider.links.related.href,relationships.provider.data.id,relationships.provider.data.type,relationships.files.links.related.href,relationships.primary_file.links.related.href,relationships.primary_file.data.id,relationships.primary_file.data.type,relationships.review_actions.links.related.href,relationships.requests.links.related.href,links.self,links.html,links.preprint_doi,links.doi,attributes.withdrawal_justification,relationships.identifiers.data,relationships.files.data,relationships.requests.data,attributes.license_record
e2hfa,preprints,2020-04-13,Do socio-economic indicators associate with COVID-2019 cases? Findings from a Philippine study,"Background: A wide spectrum of indicators has been postulated to associate with Coronavirus Disease 2019 (Covid-2019) cases. Among which were demographic profile, latitude, humidity, temperature, and ozone concentration. Despite obtaining significant results, there is still a dearth of research exploring other substantial determinants of Covid-2019 cases. The Philippine government is currently challenged to address issues pertaining to poverty and substinence. Empirical evidence of these studies suggests how identification of potential indicators could aid in the formulation of targeted strategies to mitigate future health problems. In this study, seven socio-economic indicators were associated with Covid-2019 cases across 17 regions in the Philippines. This is a retrospective study utilizing readily accessible public data in the analysis. Socio-economic indicators used were poverty incidence, magnitude of poor families, substinence incidence, and magnitude of substinence poor population. In addition, the income, expenditure, and savings recorded per Philippine region were taken for the analysis. A single Philippine region was the sampling unit; hence, a total of 17 regions were assessed. Covid-2019 cases as of April 7, 2020 were considered for the analysis. Descriptive statistics, Kendall rank correlation, and stepwise regression were used to determine if the seven socio-economic indicators were associated with Covid-2019 cases. Substinence incidence and income were retained for the regression model, which explained 87.2 percent of the variance in the Covid-2019 cases (R2 = .872). The results indicated that for every 1,000 PhP increase in income, there was a decrease of 3.99 Covid-2019 cases in each Philippine region. Meanwhile, for every 1.0 percent increase in substinence incidence, there was an increase of 3.34 Covid-2019 cases in each Philippine region. High income and low substinence incidence are associated with significant reductions in Covid-2019 cases across the 17 regions of the Philippines. This provides additional knowledge to policy makers and health officials in formulating targeted strategies to regions that could potentially record high number of Covid-2019 cases in the future. Early identification of these high-risk regions would warrant prompt preventive measures. Given the seasonal and recurring nature of Covid-2019 with respect to previous outbreaks, it is essential for the Philippine government to formulate directed policies and innovate programs that would decrease substinence and increase income. Concerted multi-region efforts should be made to prepare for possible infection outbreaks in the future. Additional studies could be explored in the future to capture significant changes in the socio-economic indicators.",TRUE,2020-04-14,2020-04-14,2020-04-08T16:00:00,NA,TRUE,FALSE,Covid-2019|expenditure|income|novel coronavirus|poverty|SARS-CoV-2|savings|socio-economic|substinence,2020-04-14T05:03:32.200080,NA,NA,TRUE,accepted,2020-04-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f7c698300375c76d84|5a8c80f8c698300375c76dbe|5a8c80f8c698300375c76dcd|Social and Behavioral Sciences|Economics|Health Economics,NA,2020,https://api.osf.io/v2/preprints/e2hfa/contributors/,https://api.osf.io/v2/preprints/e2hfa/bibliographic_contributors/,https://api.osf.io/v2/preprints/e2hfa/citation/,e2hfa,preprints,https://api.osf.io/v2/preprints/e2hfa/identifiers/,https://api.osf.io/v2/preprints/e2hfa/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/5ad7979bc69830002d8190e3/,5ad7979bc69830002d8190e3,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/e2hfa/files/,https://api.osf.io/v2/files/5e946466d69735038ebd9e4d/,5e946466d69735038ebd9e4d,files,https://api.osf.io/v2/preprints/e2hfa/review_actions/,https://api.osf.io/v2/preprints/e2hfa/requests/,https://api.osf.io/v2/preprints/e2hfa/,https://osf.io/preprints/socarxiv/e2hfa/,https://doi.org/10.31235/osf.io/e2hfa,NA,NA,NA,NA,NA,NA
uwdr6,preprints,2020-04-10,A review of infectious disease surveillance to inform public health action against the novel coronavirus SARS-CoV-2,"The SARS-CoV-2 pandemic exposed the inadequacy of infectious disease surveillance throughout the US and other countries. Isolation and contact tracing to identify all infected people are key public health interventions necessary to control infectious disease outbreaks. However, these activities are dependent upon the surveillance platform to identify infections quickly. A robust surveillance platform can also reinforce community adherence to behavioral interventions such as social distancing. In situations where contact tracing is feasible, all suspected cases and contacts of confirmed cases must be tested for a SARS-CoV-2 infection and effectively isolated. At the community level wastewater surveillance can identify areas where transmission is or is not occurring, and genetic sequencing of SARS-CoV-2 can help to elucidate the intensity of transmission independent of the number of known cases and hospitalizations. State and county public health departments should improve the infectious disease surveillance platform whilst the public is practicing social distancing. These enhanced surveillance activities are necessary to contain the epidemic once the curve has been sufficiently flattened in highly burdened areas, and to prevent escalation in areas where transmission is minimal.",TRUE,2020-04-12,2020-04-12,NA,NA,TRUE,FALSE,control|Coronavirus|COVID-19|infectious disease|SARS-CoV-2|surveillance,2020-04-12T03:27:50.093913,NA,NA,TRUE,accepted,2020-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5a8c80f7c698300375c76d84|5a8c80f8c698300375c76ddb|5a8c80f9c698300375c76de2|Social and Behavioral Sciences|Public Affairs, Public Policy and Public Administration|Health Policy",NA,2020,https://api.osf.io/v2/preprints/uwdr6/contributors/,https://api.osf.io/v2/preprints/uwdr6/bibliographic_contributors/,https://api.osf.io/v2/preprints/uwdr6/citation/,uwdr6,preprints,https://api.osf.io/v2/preprints/uwdr6/identifiers/,https://api.osf.io/v2/preprints/uwdr6/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/uwdr6/files/,https://api.osf.io/v2/files/5e90dd11d6973502d5bdad19/,5e90dd11d6973502d5bdad19,files,https://api.osf.io/v2/preprints/uwdr6/review_actions/,https://api.osf.io/v2/preprints/uwdr6/requests/,https://api.osf.io/v2/preprints/uwdr6/,https://osf.io/preprints/socarxiv/uwdr6/,https://doi.org/10.31235/osf.io/uwdr6,NA,NA,NA,NA,NA,NA
h6z4f,preprints,2020-04-10,Logarithmic vs. Linear Visualizations of COVID-19 Cases Do Not Affect Citizens’ Support for Confinement,"In public health crises, the media and governments routinely share statistical analyses with the public. In the COVID-19 pandemic, the tool most commonly used to convey statistical information about the spread of the virus has been time-series graphs about the cumulative number of cases. When drawing such graphs, analysts have to make design decisions which can have dramatic effects on citizens’ interpretations. Plotting the COVID-19 progression on a linear scale highlights an exponential “explosion” in the number of cases, whereas plotting the number of cases on a logarithmic scale produces a line with a modest-looking slope. Even if the two graphs display the exact same information, differences in visual design may lead people to different substantive conclusions. In this study, we measure the causal effect of different visualization design choices on Canadians’ views about the crisis. We report results from a survey experiment conducted in April 2020 with a sample of 2500 respondents. We find that no matter how the information is presented, Canadians are united in supporting drastic confinement measures and in accepting that these measures will not be removed soon.",TRUE,2020-04-12,2020-04-12,NA,NA,TRUE,FALSE,covid-19|data visualization|public opinion,2020-04-12T03:28:26.494617,NA,NA,TRUE,accepted,2020-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f7c698300375c76d84|5a8c80f8c698300375c76daf|5a8c80f8c698300375c76db1|Social and Behavioral Sciences|Political Science|Models and Methods|5a8c80f7c698300375c76d84|5a8c80f8c698300375c76daf|5a8c80f8c698300375c76db3|Social and Behavioral Sciences|Political Science|Other Political Science,NA,2020,https://api.osf.io/v2/preprints/h6z4f/contributors/,https://api.osf.io/v2/preprints/h6z4f/bibliographic_contributors/,https://api.osf.io/v2/preprints/h6z4f/citation/,h6z4f,preprints,https://api.osf.io/v2/preprints/h6z4f/identifiers/,https://api.osf.io/v2/preprints/h6z4f/relationships/node/,https://api.osf.io/v2/nodes/xukce/,xukce,nodes,https://api.osf.io/v2/licenses/5ad7979bc69830002d8190e3/,5ad7979bc69830002d8190e3,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/h6z4f/files/,https://api.osf.io/v2/files/5e90bd7ed6973502d0bda203/,5e90bd7ed6973502d0bda203,files,https://api.osf.io/v2/preprints/h6z4f/review_actions/,https://api.osf.io/v2/preprints/h6z4f/requests/,https://api.osf.io/v2/preprints/h6z4f/,https://osf.io/preprints/socarxiv/h6z4f/,https://doi.org/10.31235/osf.io/h6z4f,NA,NA,NA,NA,NA,NA
dkvxy,preprints,2020-04-10,CoronaNet: A Dyadic Dataset of Government Responses to the COVID-19 Pandemic,"As the COVID-19 pandemic spreads around the world, governments have implemented a broad set of policies to limit the spread of the pandemic. In this paper we present an initial release of a large hand-coded dataset of more than 4,500 separate policy announcements from governments around the world. This data is being made publicly available, in combination with other data that we have collected (including COVID-19 tests, cases, and deaths) as well as a number of country-level covariates. Due to the speed of the COVID-19 outbreak, we will be releasing this data on a daily basis with a 5-day lag for record validity checking. In a truly global effort, our team is comprised of more than 190 research assistants across 18 time zones and makes use of cloud-based managerial and data collection technology in addition to machine learning coding of news sources. We analyze the dataset with a Bayesian time-varying ideal point model showing the quick acceleration of more harsh policies across countries beginning in mid-March and continuing to the present. While some relatively low-cost policies like task forces and health monitoring began early, countries generally adopted more harsh measures within a narrow time window, suggesting strong policy diffusion effects.",TRUE,2020-05-20,2020-04-12,NA,NA,TRUE,FALSE,Bayesian|coronavirus|COVID19|item response theory|policy response,2020-04-12T03:31:20.661116,NA,NA,TRUE,accepted,2020-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5a8c80f7c698300375c76d84|5a8c80f8c698300375c76daf|Social and Behavioral Sciences|Political Science|5a8c80f7c698300375c76d84|5a8c80f8c698300375c76ddb|5a8c80f9c698300375c76de2|Social and Behavioral Sciences|Public Affairs, Public Policy and Public Administration|Health Policy|5a8c80f7c698300375c76d84|5a8c80f9c698300375c76e0c|Social and Behavioral Sciences|Social Statistics",NA,2020,https://api.osf.io/v2/preprints/dkvxy/contributors/,https://api.osf.io/v2/preprints/dkvxy/bibliographic_contributors/,https://api.osf.io/v2/preprints/dkvxy/citation/,dkvxy,preprints,https://api.osf.io/v2/preprints/dkvxy/identifiers/,https://api.osf.io/v2/preprints/dkvxy/relationships/node/,https://api.osf.io/v2/nodes/6j7sm/,6j7sm,nodes,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/dkvxy/files/,https://api.osf.io/v2/files/5e904f91d697350283bdc5c1/,5e904f91d697350283bdc5c1,files,https://api.osf.io/v2/preprints/dkvxy/review_actions/,https://api.osf.io/v2/preprints/dkvxy/requests/,https://api.osf.io/v2/preprints/dkvxy/,https://osf.io/preprints/socarxiv/dkvxy/,https://doi.org/10.31235/osf.io/dkvxy,NA,NA,NA,NA,NA,NA
a32r7,preprints,2020-04-10,Voting at the dawn of a global pandemic,"What is the impact of a global health crisis on political behavior? We study the effect of the COVID-19 pandemic on electoral choice based on the case of Germany, one of the countries most heavily affected by the crisis. Our data come from the German state of Bavaria, where local elections were held right at the beginning of the pandemic. The elections took place early during the outbreak when there was still substantial variation in the extent to which individual counties and municipalities were affected by the outbreak. This variation provides a unique opportunity to study the causal impact of an event that would shortly after grow into an all-encompassing epidemic. We provide evidence that shows that the disease spread across the state in a mostly haphazard fashion. This lack of a discernible pattern coupled with within-county estimation of effects and a difference-in-differences strategy allow us to causally asses the effect of the spreading of the virus on electoral outcomes. Our results show that the crisis strongly and consistently benefited the dominant regional party, the CSU, and its candidates. For 3 known cases per 100,000 inhabitants, vote shares increased by about 4 percent. We explain our findings with a strategic-alignment mechanism, whereby voters vote into power candidates that they deem most likely to be able to solicit support from higher levels of government. Our findings emphasize the merit of forward-looking theories of voting and provide insights on the functioning of democracy during times of crisis.",TRUE,2020-04-12,2020-04-12,NA,NA,TRUE,FALSE,COVID-19|Elections|Germany|Incumbency effect|Voting,2020-04-12T03:29:33.610522,NA,NA,TRUE,accepted,2020-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f7c698300375c76d84|5a8c80f8c698300375c76daf|5a8c80f8c698300375c76db2|Social and Behavioral Sciences|Political Science|Comparative Politics,Arndt Leininger and Max Schaub,2020,https://api.osf.io/v2/preprints/a32r7/contributors/,https://api.osf.io/v2/preprints/a32r7/bibliographic_contributors/,https://api.osf.io/v2/preprints/a32r7/citation/,a32r7,preprints,https://api.osf.io/v2/preprints/a32r7/identifiers/,https://api.osf.io/v2/preprints/a32r7/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e965/,563c1cf88c5e4a3877f9e965,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/a32r7/files/,https://api.osf.io/v2/files/5e903bb0d697350283bda52d/,5e903bb0d697350283bda52d,files,https://api.osf.io/v2/preprints/a32r7/review_actions/,https://api.osf.io/v2/preprints/a32r7/requests/,https://api.osf.io/v2/preprints/a32r7/,https://osf.io/preprints/socarxiv/a32r7/,https://doi.org/10.31235/osf.io/a32r7,NA,NA,NA,NA,NA,NA
az8qk,preprints,2020-04-10,Managing the COVID-19 Pandemic in China: Managing Trust and Accountability,This study focuses on the construction of public accountability and public trust during the Covid-19 Pandemic in China,TRUE,2020-04-12,2020-04-12,NA,NA,TRUE,FALSE,NA,2020-04-12T03:26:11.378758,NA,NA,TRUE,accepted,2020-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f2c698300375c76c7d|Arts and Humanities|5a8c80f7c698300375c76d84|5a8c80f9c698300375c76df4|Social and Behavioral Sciences|Science and Technology Studies,Ronghui Yang,2020,https://api.osf.io/v2/preprints/az8qk/contributors/,https://api.osf.io/v2/preprints/az8qk/bibliographic_contributors/,https://api.osf.io/v2/preprints/az8qk/citation/,az8qk,preprints,https://api.osf.io/v2/preprints/az8qk/identifiers/,https://api.osf.io/v2/preprints/az8qk/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/az8qk/files/,https://api.osf.io/v2/files/5e902e44d697350286bd8a0a/,5e902e44d697350286bd8a0a,files,https://api.osf.io/v2/preprints/az8qk/review_actions/,https://api.osf.io/v2/preprints/az8qk/requests/,https://api.osf.io/v2/preprints/az8qk/,https://osf.io/preprints/socarxiv/az8qk/,https://doi.org/10.31235/osf.io/az8qk,NA,NA,NA,NA,NA,NA
9pn27,preprints,2020-04-09,Policing the Pandemic: Tracking the Policing of Covid-19 across Canada,"The Policing the Pandemic Mapping Project was launched
on 4 April, 2020 to track and visualize these massive and
extraordinary expansions of police power and the unequal
patterns of enforcement they are likely to produce. In doing
so, we hope that we can bring to light patterns of police
intervention, to help understand who is being targeted, what
justifications are being used by police, and how marginalized
people are being impacted. More broadly, we hope the
project will inform a larger conversation about the role of
policing in society, to scrutinize public health and police
collaboration, and to focus attention toward the harms of
criminalization. Having an understanding of these patterns in
coming weeks will help inform approaches to actively resist
the logic and practices of policing crisis and disease, rather
than allow them to become widespread and normalized.
Through the acts of identifying, reporting, and visualizing
events related to the policing of COVID-19, the project
offers a living repository of publicly accessible data that can
be used by activists, academics, journalists, and community
members to analyze, discuss, and challenge the policing of
disease. We encourage all people to use the data available
through this project in any way they wish.",TRUE,2020-04-12,2020-04-12,2020-04-09T04:00:00,NA,TRUE,FALSE,counter-mapping|covid-19|criminology|data activism|inequality|police|policing|poverty|public health|race|racism,2020-04-12T03:26:40.881994,NA,NA,TRUE,accepted,2020-04-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f0c698300375c76c07|5a8c80f1c698300375c76c3b|Law|Civil Rights and Discrimination|5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|Social and Behavioral Sciences|Sociology,NA,2020,https://api.osf.io/v2/preprints/9pn27/contributors/,https://api.osf.io/v2/preprints/9pn27/bibliographic_contributors/,https://api.osf.io/v2/preprints/9pn27/citation/,9pn27,preprints,https://api.osf.io/v2/preprints/9pn27/identifiers/,https://api.osf.io/v2/preprints/9pn27/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/9pn27/files/,https://api.osf.io/v2/files/5e8f8f1df135350271d53e1c/,5e8f8f1df135350271d53e1c,files,https://api.osf.io/v2/preprints/9pn27/review_actions/,https://api.osf.io/v2/preprints/9pn27/requests/,https://api.osf.io/v2/preprints/9pn27/,https://osf.io/preprints/socarxiv/9pn27/,https://doi.org/10.31235/osf.io/9pn27,NA,NA,NA,NA,NA,NA
yndb7,preprints,2020-04-08,"Digital Pathways, Pandemic Trajectories. Using Google Trends to Track Social Responses to COVID-19","We already know which countries have controlled the spread of COVID-19 better and what “good practices” have enabled them to do so. Eventually, some of these policies could be replicated in other countries. But it is not enough to make a well-informed public intervention. We also need quickly available indicators of how actively populations are responding to the virus threat because current changes in social behaviour could mean significant differences in the spread of the COVID-19 in two weeks (after the incubation period). In this article, Pablo Beytía Reyes and Carlos Cruz Infante explore the potential of Google Trends to quickly track social responses to the pandemic. In all the countries that have reached a downward changepoint in the COVID-19 contagion, an “information saturation peak” preceded it: people were massively searching for information on the subject over 2 to 5 days, and about a week after the peak of searches was reached, a decline in the growth trend of coronavirus confirmed cases could be observed. Does it make sense to associate a Google search boom with a decrease in transmission trends? The authors propose that the frequency of searches is a quick indicator of 1) people’ concerns on the virus, 2) the development of a more informed citizenry on how to avoid transmission and 3) active social response to the virus spread, which generally lead to a downward change in the contagion trend.",TRUE,2020-04-27,2020-04-08,2020-04-07T22:00:00,NA,TRUE,FALSE,coronavirus|COVID-19|crisis management|digital methods|digital trace analysis|epidemic|healthcare policy|public policy|social indicators,2020-04-08T13:31:45.652362,NA,NA,TRUE,accepted,2020-04-08,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,"5a8c80f2c698300375c76c7d|Arts and Humanities|5a8c80f7c698300375c76d84|5a8c80f7c698300375c76d96|Social and Behavioral Sciences|Other Social and Behavioral Sciences|5a8c80f7c698300375c76d84|5a8c80f8c698300375c76daf|5a8c80f8c698300375c76db2|Social and Behavioral Sciences|Political Science|Comparative Politics|5a8c80f7c698300375c76d84|5a8c80f8c698300375c76ddb|5a8c80f9c698300375c76de2|Social and Behavioral Sciences|Public Affairs, Public Policy and Public Administration|Health Policy|5a8c80f7c698300375c76d84|5a8c80f8c698300375c76ddb|5a8c80f9c698300375c76deb|Social and Behavioral Sciences|Public Affairs, Public Policy and Public Administration|Public Policy|5a8c80f7c698300375c76d84|5a8c80f9c698300375c76df4|Social and Behavioral Sciences|Science and Technology Studies|5a8c80f7c698300375c76d84|5a8c80f9c698300375c76e0c|Social and Behavioral Sciences|Social Statistics|5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e24|Social and Behavioral Sciences|Sociology|Sociological Practice and Public Sociology|5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e34|Social and Behavioral Sciences|Sociology|Communication, Information Technologies, and Media Sociology",NA,2020,https://api.osf.io/v2/preprints/yndb7/contributors/,https://api.osf.io/v2/preprints/yndb7/bibliographic_contributors/,https://api.osf.io/v2/preprints/yndb7/citation/,yndb7,preprints,https://api.osf.io/v2/preprints/yndb7/identifiers/,https://api.osf.io/v2/preprints/yndb7/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/yndb7/files/,https://api.osf.io/v2/files/5e8dc333d697350194bda664/,5e8dc333d697350194bda664,files,https://api.osf.io/v2/preprints/yndb7/review_actions/,https://api.osf.io/v2/preprints/yndb7/requests/,https://api.osf.io/v2/preprints/yndb7/,https://osf.io/preprints/socarxiv/yndb7/,https://doi.org/10.31235/osf.io/yndb7,NA,NA,NA,NA,NA,NA
a578f,preprints,2021-04-20,Teaching English Speaking Online versus Face-to-Face: Saudi Students’ Experience during the COVID-19 Pandemic,"In March 2020, schools in the Kingdom of Saudi Arabia were suspended. Online learning became a substitute for traditional face-to-face learning. This study addresses the implications of this shift for the attitudes of university-level English majored Saudi students taking a listening and speaking course. The study investigated the students’ attitudes towards: a) the importance of speaking in English; b) teachers use of emails to communicate their feedback on students’ English-speaking tasks; c) online teaching of English speaking; and d) online learning and teaching of the English language. The data collection tool was a 21-item questionnaire. The participants were 18 second-year male Saudi students who were studying English at a Saudi university. The findings showed that the participants: a) had positive attitudes towards the importance of speaking English; b) appreciated the benefits that online learning offers, but felt it could not replace face-to-face learning.",TRUE,2021-04-20,2021-04-20,NA,10.24093/awej/vol12no1.2,TRUE,FALSE,COVID-19 pandemic|face-to-face learning|online learning|Saudi EFL students|teaching speaking,2021-04-20T09:29:25.483146,NA,NA,TRUE,accepted,2021-04-20,FALSE,NA,not_applicable,NA,NA,not_applicable,NA,NA,NA,5a8c80f2c698300375c76c7d|5a8c80f5c698300375c76d10|Arts and Humanities|English Language and Literature,NA,2021,https://api.osf.io/v2/preprints/a578f/contributors/,https://api.osf.io/v2/preprints/a578f/bibliographic_contributors/,https://api.osf.io/v2/preprints/a578f/citation/,a578f,preprints,https://api.osf.io/v2/preprints/a578f/identifiers/,https://api.osf.io/v2/preprints/a578f/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/a578f/files/,https://api.osf.io/v2/files/607e4667eb9cc902df154a9c/,607e4667eb9cc902df154a9c,files,https://api.osf.io/v2/preprints/a578f/review_actions/,https://api.osf.io/v2/preprints/a578f/requests/,https://api.osf.io/v2/preprints/a578f/,https://osf.io/preprints/socarxiv/a578f/,https://doi.org/10.31235/osf.io/a578f,https://doi.org/10.24093/awej/vol12no1.2,NA,NA,NA,NA,NA
yt3e7,preprints,2021-04-19,Taking the Cloth: How Religious Appeals Increase Compliance with COVID-19 Prevention Measures,"During the COVID-19 pandemic, face masks have been recommended by the CDC and the WHO as key to reducing viral transmission. Yet, in the United States, one fifth of individuals say they wear masks at most some of the time, and a majority say that people in their community wear masks at most some of the time. What strategies most effectively encourage compliance with this critical covid-19 prevention measure? Relying on social identity theory, we experimentally assess two possible mechanisms of compliance, elite endorsement and social norms, among a representative sample of White U.S.–born Evangelicals, a group that has shown resistance to prevention measures. We find evidence for both mechanisms, but social norms play a remarkably important role – increasing support for mask-wearing by 6% with spillover effects on other prevention guidelines. Our findings confirm the role that appeals to norms and elite endorsements play in shaping individual behavior, and offer lessons for public health messaging.",TRUE,2021-04-20,2021-04-20,NA,NA,TRUE,FALSE,COVID-19|Norms|Political Communication|Public Health|Religion|Social Identity|Survey Experiment|White Evangelical,2021-04-20T03:29:22.846439,NA,NA,TRUE,accepted,2021-04-20,FALSE,NA,no,Data and other replication materials will be made available at publication.  Please contact corresponding author with questions.,NA,available,NA,https://osf.io/mbxy9,prereg_both,5a8c80f7c698300375c76d84|5a8c80f8c698300375c76daf|5a8c80f8c698300375c76db3|Social and Behavioral Sciences|Political Science|Other Political Science|5a8c80f7c698300375c76d84|5a8c80f8c698300375c76daf|5a8c80f8c698300375c76db5|Social and Behavioral Sciences|Political Science|American Politics,NA,2021,https://api.osf.io/v2/preprints/yt3e7/contributors/,https://api.osf.io/v2/preprints/yt3e7/bibliographic_contributors/,https://api.osf.io/v2/preprints/yt3e7/citation/,yt3e7,preprints,https://api.osf.io/v2/preprints/yt3e7/identifiers/,https://api.osf.io/v2/preprints/yt3e7/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/5ad7979bc69830002d8190e3/,5ad7979bc69830002d8190e3,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/yt3e7/files/,https://api.osf.io/v2/files/607dbcd30c8182027a519ab9/,607dbcd30c8182027a519ab9,files,https://api.osf.io/v2/preprints/yt3e7/review_actions/,https://api.osf.io/v2/preprints/yt3e7/requests/,https://api.osf.io/v2/preprints/yt3e7/,https://osf.io/preprints/socarxiv/yt3e7/,https://doi.org/10.31235/osf.io/yt3e7,NA,NA,NA,NA,NA,NA
