id,submitted,updated,title,abstract,authors,affiliations,link_abstract,link_pdf,link_doi,comment,journal_ref,doi,primary_category,categories
2006.06410v2,2020-06-02T18:14:37Z,2020-06-26T05:44:22Z,Long-Term Care Facilities as a Risk Factor for Death Due to COVID-19,"A large percentage of the deaths from COVID-19 occur among residents of
long-term care facilities. There are two possible reasons for this phenomenon.
First, the structural features of such settings may lead to death.
Alternatively, it is possible that individuals in these facilities are in
poorer health than those living elsewhere, and that these individuals would
have died even if they had not been in these facilities. Our findings show
that, controlling for the population density and the percentage of older adults
in the population, there is a significant positive association between the
number of long-term care beds per capita and COVID-19 mortality rates. This
finding provides support for the claim that long-term care living arrangements
(of older people) are a significant risk factor for dying from COVID-19.
",Neil Gandal|Matan Yonas|Michal Feldman|Ady Pauzner|Avraham Tabbach,NA,http://arxiv.org/abs/2006.06410v2,http://arxiv.org/pdf/2006.06410v2,NA,NA,NA,NA,physics.soc-ph,physics.soc-ph|q-bio.PE
2007.02715v2,2020-07-06T13:04:16Z,2020-09-28T13:24:27Z,"A universal generic description of the dynamics of the current COVID-19
  pandemic","The ongoing COVID-19 pandemic is challenging every part of society. From a
scientific point of view the first major task is to predict the dynamics of the
pandemic, allowing governments to allocate proper resources and measures to
fight it, as well as gauging the success of these measures by comparison with
the predictions in hindsight. The vast majority of pandemic models are based on
extensive models with large numbers of fit parameters, leading to individual
descriptions for every hot spot on the world. This makes predictions and
comparisons cumbersome, if not impossible. We here propose a different
approach, by moving away from a description over time, and instead choosing the
total number of infected people in an enclosed area as the independent
variable. Analyzing a few hot spots data, we derive an empirical formula for
the dynamics, dependent only on three variables. The final number of infections
is strictly connected to one fit parameter we call mitigation factor, which in
turn is mostly dependent only on the enclosed population. Despite its
simpleness, this description applies to every of the around 50 countries we
have analyzed, allows to separate different waves of the pandemic, provides a
figure of merit for the overall usefulness of government measures, and shows
when a pandemic is ending. Our model is robust against undetected cases, and
allows all nations, in particular those with fewer resources, to reasonably
predict the outcome of the pandemic in their country.
",Heinrich Stolz|Dirk Semkat|Peter Grünwald,NA,http://arxiv.org/abs/2007.02715v2,http://arxiv.org/pdf/2007.02715v2,NA,NA,NA,NA,q-bio.PE,q-bio.PE|physics.soc-ph|q-bio.QM
2005.05249v1,2020-05-11T16:42:03Z,2020-05-11T16:42:03Z,"COVID-19 mitigation strategies and overview on results from relevant
  studies in Europe","In December 2019, the first patients in Wuhan, China were diagnosed with a
primary atypical pneumonia, which showed to be unknown and contagious. Since
then, known as COVID-19 disease, the responsible viral pathogen, SARS-CoV-2,
has spread around the world in a pandemic. Decisions on how to deal with the
crisis are often based on simulations of the pandemic spread of the virus. The
results of some of these, as well as their methodology and possibilities for
improvement, will be described in more detail in this paper in order to inform
beyond the current public health dogma called ""flatten-the-curve"". There are
several ways to model an epidemic in order to simulate the spread of diseases.
Depending on the timeliness, scope and quality of the associated real data,
these multivariable models differ in the value of used parameters, but also in
the selection of considered influencing factors. It was exemplarily shown that
epidemics in their course are simulated more realistically by models that
assume subexponential growth. Furthermore, various simulations of the COVID-19
pandemic were presented in an European perspective, compared against each other
and discussed in more detail. It is difficult to estimate how credible the
simulations of the pandemic models currently are, so it remains to be seen
whether the spread of the pandemic can be effectively reduced by the measures
taken. Whether a model works well in reality is largely determined by the
quality and scope of its underlying data. Past studies have shown that
countermeasures are able to reduce reproduction numbers or transmission rates
in epidemics. In addition to that, the presented modelling study provides a
good framework for the creation of subexponential-growth-models for assessing
the spread of COVID-19.
",Philipp Heider,NA,http://arxiv.org/abs/2005.05249v1,http://arxiv.org/pdf/2005.05249v1,NA,"16 pages, 9 figures",NA,NA,q-bio.PE,q-bio.PE
2005.07355v1,2020-05-15T04:36:06Z,2020-05-15T04:36:06Z,A chatbot architecture for promoting youth resilience,"E-health technologies have the potential to provide scalable and accessible
interventions for youth mental health. As part of a developing an ecosystem of
e-screening and e-therapy tools for New Zealand young people, a dialog agent,
Headstrong, has been designed to promote resilience with methods grounded in
cognitive behavioral therapy and positive psychology. This paper describes the
architecture underlying the chatbot. The architecture supports a range of over
20 activities delivered in a 4-week program by relatable personas. The
architecture provides a visual authoring interface to its content management
system. In addition to supporting the original adolescent resilience chatbot,
the architecture has been reused to create a 3-week 'stress-detox' intervention
for undergraduates, and subsequently for a chatbot to support young people with
the impacts of the COVID-19 pandemic, with all three systems having been used
in field trials. The Headstrong architecture illustrates the feasibility of
creating a domain-focused authoring environment in the context of e-therapy
that supports non-technical expert input and rapid deployment.
",Chester Holt-Quick|Jim Warren|Karolina Stasiak|Ruth Williams|Grant Christie|Sarah Hetrick|Sarah Hopkins|Tania Cargo|Sally Merry,NA,http://arxiv.org/abs/2005.07355v1,http://arxiv.org/pdf/2005.07355v1,NA,"7 pages, 4 figures, submitted to Australian Health Informatics
  Conference, Brisbane, October 2020",NA,NA,cs.CL,cs.CL|I.2.7; J.3; H.5.2
2011.00472v2,2020-11-01T10:52:04Z,2021-06-15T11:28:09Z,"Optimal minimal-contact routing of randomly arriving agents through
  connected networks","Collision-free or contact-free routing through connected networks has been
actively studied in the industrial automation and manufacturing context.
Contact-free routing of personnel through connected networks (e.g., factories,
retail warehouses) may also be required in the COVID-19 context. In this
context, we present an optimization framework for identifying routes through a
connected network that eliminate or minimize contacts between randomly arriving
agents needing to visit a subset of nodes in the network in minimal time. We
simulate the agent arrival and network traversal process, and introduce
stochasticity in travel speeds, node dwell times, and compliance with assigned
routes. We present two optimization formulations for generating optimal routes
- no-contact and minimal-contact - on a real-time basis for each agent arriving
to the network given the route information of other agents already in the
network. We generate results for the time-average number of contacts and
normalized time spent in the network.
",Diptangshu Sen|Prasanna Ramamoorthy|Varun Ramamohan,NA,http://arxiv.org/abs/2011.00472v2,http://arxiv.org/pdf/2011.00472v2,NA,NA,NA,NA,math.OC,math.OC|cs.SY|eess.SY
2006.02772v2,2020-06-04T11:04:47Z,2020-08-01T21:51:33Z,"Modeling the molecular impact of SARS-CoV-2 infection on the
  renin-angiotensin system","SARS-CoV-2 coronavirus infection is mediated by the binding of its spike
protein to the angiotensin-converting enzyme 2 (ACE2), which plays a pivotal
role in the renin-angiotensin system (RAS). The study of RAS dysregulation due
to SARS-CoV-2 infection is fundamentally important for a better understanding
of the pathogenic mechanisms and risk factors associated with COVID-19
coronavirus disease, and to design effective therapeutic strategies. In this
context, we developed a mathematical model of RAS based on data regarding
protein and peptide concentrations; the model was tested on clinical data from
healthy normotensive and hypertensive individuals. We then used our model to
analyze the impact of SARS-CoV-2 infection on RAS, which we modeled through a
down-regulation of ACE2 as a function of viral load. We also used it to predict
the effect of RAS-targeting drugs, such as RAS-blockers, human recombinant
ACE2, and angiotensin 1-7 peptide, on COVID-19 patients; the model predicted an
improvement of the clinical outcome for some drugs and a worsening for others.
",Fabrizio Pucci|Philippe Bogaerts|Marianne Rooman,NA,http://arxiv.org/abs/2006.02772v2,http://arxiv.org/pdf/2006.02772v2,NA,"22 pages, 5 figures. Revision 1 [section rearranged, typos fixed]",NA,NA,q-bio.MN,q-bio.MN
2104.05428v1,2021-04-08T09:55:44Z,2021-04-08T09:55:44Z,Blockchain technology for a Safe and Transparent Covid-19 Vaccination,"In late 2019, we witnessed the apparition of the covid-19 virus. The virus
appeared first in Wuhan, and due to people travel was spread worldwide.
Exponential spread as well as high mortality rates, the two characteristics of
the SARS-CoV-2 virus that pushed the entire world into a global lock-down.
Health and economic crisis, along with social distancing have put the globe in
a highly challenging situation. Unprecedented pressure on the health care
system exposed many loopholes not only in this industry but many other sectors,
which resulted in a set of new challenges that researchers and scientists among
others must face. In all these circumstances, we could attend, in a
surprisingly short amount of time, the creation of multiple vaccine candidates.
The vaccines were clinically tested and approved, which brought us to the phase
of vaccination. Safety, security, transparency, and traceability are highly
required in this context. As a contribution to assure an efficient vaccination
campaign, in this paper we suggest a Blockchain-based system to manage the
registration, storage, and distribution of the vaccines.
",Maha Filali Rotbi|Saad Motahhir|Abdelaziz El Ghzizal,NA,http://arxiv.org/abs/2104.05428v1,http://arxiv.org/pdf/2104.05428v1,NA,"13 pages, 3 figures",NA,NA,cs.CY,cs.CY|cs.CR
2004.11692v1,2020-04-19T16:22:06Z,2020-04-19T16:22:06Z,"Dynamic topic modeling of the COVID-19 Twitter narrative among U.S.
  governors and cabinet executives","A combination of federal and state-level decision making has shaped the
response to COVID-19 in the United States. In this paper we analyze the Twitter
narratives around this decision making by applying a dynamic topic model to
COVID-19 related tweets by U.S. Governors and Presidential cabinet members. We
use a network Hawkes binomial topic model to track evolving sub-topics around
risk, testing and treatment. We also construct influence networks amongst
government officials using Granger causality inferred from the network Hawkes
process.
",Hao Sha|Mohammad Al Hasan|George Mohler|P. Jeffrey Brantingham,NA,http://arxiv.org/abs/2004.11692v1,http://arxiv.org/pdf/2004.11692v1,NA,NA,NA,NA,cs.SI,cs.SI|physics.soc-ph
2105.10741v1,2021-05-22T14:47:36Z,2021-05-22T14:47:36Z,Tuning of Drone PD Controller Parameters for Medical Supplies Delivery,"During the COVID-19 pandemic and similar outbreaks in the future, drones can
be set up to reduce human interaction for medical supplies delivery, which is
crucial in times of pandemic. In this short paper, we introduce the use of two
evolutionary algorithms for multi-objective optimization (MOO) and tuning the
parameters of the PD controller of a drone to follow the 3D desired path.
",Azin Shamshirgaran|Hamed Javidi|Dan Simon,NA,http://arxiv.org/abs/2105.10741v1,http://arxiv.org/pdf/2105.10741v1,NA,NA,NA,NA,eess.SY,eess.SY|cs.SY
2006.14158v2,2020-06-25T03:56:36Z,2021-04-26T09:59:17Z,"Shut and re-open: the role of schools in the spread of COVID-19 in
  Europe","We investigate the effect of school closure and subsequent reopening on the
transmission of COVID-19, by considering Denmark, Norway, Sweden, and German
states as case studies. By comparing the growth rates in daily hospitalisations
or confirmed cases under different interventions, we provide evidence that the
effect of school closure is visible as a reduction in the growth rate
approximately 9 days after implementation. Limited school attendance, such as
older students sitting exams or the partial return of younger year groups, does
not appear to significantly affect community transmission. A large-scale
reopening of schools while controlling or suppressing the epidemic appears
feasible in countries such as Denmark or Norway, where community transmission
is generally low. However, school reopening can contribute to significant
increases in the growth rate in countries like Germany, where community
transmission is relatively high. Our findings underscore the need for a
cautious evaluation of reopening strategies that ensure low classroom occupancy
and a solid infrastructure to quickly identify and isolate new infections.
",Helena B. Stage|Joseph Shingleton|Sanmitra Ghosh|Francesca Scarabel|Lorenzo Pellis|Thomas Finnie,NA,http://arxiv.org/abs/2006.14158v2,http://arxiv.org/pdf/2006.14158v2,NA,NA,NA,NA,q-bio.PE,q-bio.PE|physics.soc-ph
2102.08910v1,2021-02-17T18:04:37Z,2021-02-17T18:04:37Z,"A near analytic solution of a stochastic immune response model
  considering variability in virus and T cell dynamics","Biological processes at the cellular level are stochastic in nature, and the
immune response system is no different. Therefore, models that attempt to
explain this system need to also incorporate noise or fluctuations that can
account for the observed variability. In this work, a stochastic model of the
immune response system is presented in terms of the dynamics of the T cells and
the virus particles. Making use of the Green's function and the Wilemski-Fixman
approximation, this model is then solved to obtain the analytical expression
for the joint probability density function of these variables in the early and
late stages of infection. This is then also used to calculate the average level
of virus particles in the system. Upon comparing the theoretically predicted
average virus levels to those of COVID-19 patients, it is hypothesized that the
long lived dynamics that are characteristic of such viral infections are due to
the long range correlations in the temporal fluctuations of the virions. This
model therefore provides an insight into the effects of noise on viral
dynamics.
",Abhilasha Batra|Rati Sharma,NA,http://arxiv.org/abs/2102.08910v1,http://arxiv.org/pdf/2102.08910v1,http://dx.doi.org/10.1063/5.0047442,NA,NA,10.1063/5.0047442,q-bio.MN,q-bio.MN|q-bio.QM
2005.12252v1,2020-05-25T17:54:13Z,2020-05-25T17:54:13Z,COVID-19: Nowcasting Reproduction Factors Using Biased Case Testing Data,"Timely estimation of the current value for COVID-19 reproduction factor $R$
has become a key aim of efforts to inform management strategies. $R$ is an
important metric used by policy-makers in setting mitigation levels and is also
important for accurate modelling of epidemic progression. This brief paper
introduces a method for estimating $R$ from biased case testing data. Using
testing data, rather than hospitalisation or death data, provides a much
earlier metric along the symptomatic progression scale. This can be hugely
important when fighting the exponential nature of an epidemic. We develop a
practical estimator and apply it to Scottish case testing data to infer a
current (20 May 2020) $R$ value of $0.74$ with $95\%$ confidence interval
$[0.48 - 0.86]$.
",Carlo R. Contaldi,NA,http://arxiv.org/abs/2005.12252v1,http://arxiv.org/pdf/2005.12252v1,NA,NA,NA,NA,q-bio.PE,q-bio.PE|physics.med-ph|physics.soc-ph|q-bio.QM
2008.11788v1,2020-08-26T20:16:33Z,2020-08-26T20:16:33Z,"Share Price Prediction of Aerospace Relevant Companies with Recurrent
  Neural Networks based on PCA","The capital market plays a vital role in marketing operations for aerospace
industry. However, due to the uncertainty and complexity of the stock market
and many cyclical factors, the stock prices of listed aerospace companies
fluctuate significantly. This makes the share price prediction challengeable.
To improve the prediction of share price for aerospace industry sector and well
understand the impact of various indicators on stock prices, we provided a
hybrid prediction model by the combination of Principal Component Analysis
(PCA) and Recurrent Neural Networks. We investigated two types of aerospace
industries (manufacturer and operator). The experimental results show that PCA
could improve both accuracy and efficiency of prediction. Various factors could
influence the performance of prediction models, such as finance data, extracted
features, optimisation algorithms, and parameters of the prediction model. The
selection of features may depend on the stability of historical data: technical
features could be the first option when the share price is stable, whereas
fundamental features could be better when the share price has high fluctuation.
The delays of RNN also depend on the stability of historical data for different
types of companies. It would be more accurate through using short-term
historical data for aerospace manufacturers, whereas using long-term historical
data for aerospace operating airlines. The developed model could be an
intelligent agent in an automatic stock prediction system, with which, the
financial industry could make a prompt decision for their economic strategies
and business activities in terms of predicted future share price, thus
improving the return on investment. Currently, COVID-19 severely influences
aerospace industries. The developed approach can be used to predict the share
price of aerospace industries at post COVID-19 time.
",Linyu Zheng|Hongmei He,NA,http://arxiv.org/abs/2008.11788v1,http://arxiv.org/pdf/2008.11788v1,NA,"38 pages, 17 figures",NA,NA,q-fin.ST,q-fin.ST|cs.LG|68T07|I.2.1
2101.03369v3,2021-01-09T14:35:47Z,2021-04-26T19:44:45Z,"SUIHTER: A new mathematical model for COVID-19. Application to the
  analysis of the second epidemic outbreak in Italy","The COVID-19 epidemic is the last of a long list of pandemics that have
affected humankind in the last century. In this paper, we propose a novel
mathematical epidemiological model named SUIHTER from the names of the seven
compartments that it comprises: susceptible uninfected individuals (S),
undetected (both asymptomatic and symptomatic) infected (U), isolated (I),
hospitalized (H), threatened (T), extinct (E), and recovered (R). A suitable
parameter calibration that is based on the combined use of least squares method
and Markov Chain Monte Carlo (MCMC) method is proposed with the aim of
reproducing the past history of the epidemic in Italy, surfaced in late
February and still ongoing to date, and of validating SUIHTER in terms of its
predicting capabilities. A distinctive feature of the new model is that it
allows a one-to-one calibration strategy between the model compartments and the
data that are daily made available from the Italian Civil Protection. The new
model is then applied to the analysis of the Italian epidemic with emphasis on
the second outbreak emerged in Fall 2020. In particular, we show that the
epidemiological model SUIHTER can be suitably used in a predictive manner to
perform scenario analysis at national level.
",Nicola Parolini|Luca Dede'|Paola F. Antonietti|Giovanni Ardenghi|Andrea Manzoni|Edie Miglio|Andrea Pugliese|Marco Verani|Alfio Quarteroni,NA,http://arxiv.org/abs/2101.03369v3,http://arxiv.org/pdf/2101.03369v3,NA,25 pages,NA,NA,q-bio.PE,q-bio.PE|cs.NA|math.NA
2005.07955v2,2020-05-16T11:22:59Z,2020-07-21T12:15:53Z,"In silico ADMET and molecular docking study on searching potential
  inhibitors from limonoids and triterpenoids for COVID-19","Virtual screening of phytochemicals was performed through molecular docking,
simulation, in silico ADMET and drug-likeness prediction to identify the
potential hits that can inhibit the effects of SARS-CoV-2. Considering the
published literature on medicinal importance, total 154 phytochemicals with
analogous structure from limonoids and triterpenoids were selected to search
potential inhibitors for the five therapeutic protein targets of SARS-CoV-2,
i.e., 3CLpro (main protease), PLpro (papain-like protease), SGp-RBD (spike
glycoprotein-receptor binding domain), RdRp (RNA dependent RNA polymerase) and
ACE2 (angiotensin-converting enzyme 2). The in silico computational results
revealed that the phytochemicals such as glycyrrhizic acid, limonin,
7-deacetyl-7-benzoylgedunin, maslinic acid, corosolic acid, obacunone and
ursolic acid were found to be effective against the target proteins of
SARS-CoV-2. The protein-ligand interaction study revealed that these
phytochemicals bind with the amino acid residues at the active site of the
target proteins. Therefore, the core structure of these potential hits can be
used for further lead optimization to design drugs for SARS-CoV-2. Also, the
medicinal plants containing these phytochemicals like licorice, neem, tulsi,
citrus and olives can be used to formulate suitable therapeutic approaches in
traditional medicines.
",Seshu Vardhan|Suban K Sahoo,NA,http://arxiv.org/abs/2005.07955v2,http://arxiv.org/pdf/2005.07955v2,http://dx.doi.org/10.1016/j.compbiomed.2020.103936,NA,NA,10.1016/j.compbiomed.2020.103936,q-bio.BM,q-bio.BM
2007.04827v3,2020-07-09T14:19:08Z,2021-01-01T19:07:50Z,Optimizing testing policies for detecting COVID-19 outbreaks,"The COVID-19 pandemic poses challenges for continuing economic activity while
reducing health risks. While these challenges can be mitigated through testing,
testing budget is often limited. Here we study how institutions, such as
nursing homes, should utilize a fixed test budget for early detection of an
outbreak. Using an extended network-SEIR model, we show that given a certain
budget of tests, it is generally better to test smaller subgroups of the
population frequently than to test larger groups but less frequently. The
numerical results are consistent with an analytical expression we derive for
the size of the outbreak at detection in an exponential spread model. Our work
provides a simple guideline for institutions: distribute your total tests over
several batches instead of using them all at once. We expect that in the
appropriate scenarios, this easy-to-implement policy recommendation will lead
to earlier detection and better mitigation of local COVID-19 outbreaks.
",Janni Yuval|Mor Nitzan|Neta Ravid Tannenbaum|Boaz Barak,NA,http://arxiv.org/abs/2007.04827v3,http://arxiv.org/pdf/2007.04827v3,NA,NA,NA,NA,physics.soc-ph,physics.soc-ph|q-bio.PE
2101.06458v2,2021-01-16T15:34:42Z,2021-04-23T09:58:09Z,Temporal Clustering of Disorder Events During the COVID-19 Pandemic,"The COVID-19 pandemic has unleashed multiple public health, socio-economic,
and institutional crises. Measures taken to slow the spread of the virus have
fostered significant strain between authorities and citizens, leading to waves
of social unrest and anti-government demonstrations. We study the temporal
nature of pandemic-related disorder events as tallied by the ""COVID-19 Disorder
Tracker"" initiative by focusing on the three countries with the largest number
of incidents, India, Israel, and Mexico. By fitting Poisson and Hawkes
processes to the stream of data, we find that disorder events are
inter-dependent and self-excite in all three countries. Geographic clustering
confirms these features at the subnational level, indicating that nationwide
disorders emerge as the convergence of meso-scale patterns of self-excitation.
Considerable diversity is observed among countries when computing correlations
of events between subnational clusters; these are discussed in the context of
specific political, societal and geographic characteristics. Israel, the most
territorially compact and where large scale protests were coordinated in
response to government lockdowns, displays the largest reactivity and the
shortest period of influence following an event, as well as the strongest
nationwide synchrony. In Mexico, where complete lockdown orders were never
mandated, reactivity and nationwide synchrony are lowest. Our work highlights
the need for authorities to promote local information campaigns to ensure that
livelihoods and virus containment policies are not perceived as mutually
exclusive.
",Gian Maria Campedelli|Maria Rita D'Orsogna,NA,http://arxiv.org/abs/2101.06458v2,http://arxiv.org/pdf/2101.06458v2,http://dx.doi.org/10.1371/journal.pone.0250433,"37 pages, 16 figures","PLOS ONE, 16(4), e0250433 (2021)",10.1371/journal.pone.0250433,physics.soc-ph,physics.soc-ph|cs.LG|econ.GN|q-fin.EC|stat.AP
2106.03924v1,2021-06-07T19:26:32Z,2021-06-07T19:26:32Z,News consumption and social media regulations policy,"Users online tend to consume information adhering to their system of beliefs
and to ignore dissenting information. During the COVID-19 pandemic, users get
exposed to a massive amount of information about a new topic having a high
level of uncertainty. In this paper, we analyze two social media that enforced
opposite moderation methods, Twitter and Gab, to assess the interplay between
news consumption and content regulation concerning COVID-19. We compare the two
platforms on about three million pieces of content analyzing user interaction
with respect to news articles. We first describe users' consumption patterns on
the two platforms focusing on the political leaning of news outlets. Finally,
we characterize the echo chamber effect by modeling the dynamics of users'
interaction networks. Our results show that the presence of moderation pursued
by Twitter produces a significant reduction of questionable content, with a
consequent affiliation towards reliable sources in terms of engagement and
comments. Conversely, the lack of clear regulation on Gab results in the
tendency of the user to engage with both types of content, showing a slight
preference for the questionable ones which may account for a
dissing/endorsement behavior. Twitter users show segregation towards reliable
content with a uniform narrative. Gab, instead, offers a more heterogeneous
structure where users, independently of their leaning, follow people who are
slightly polarized towards questionable news.
",Gabriele Etta|Matteo Cinelli|Alessandro Galeazzi|Carlo Michele Valensise|Mauro Conti|Walter Quattrociocchi,NA,http://arxiv.org/abs/2106.03924v1,http://arxiv.org/pdf/2106.03924v1,NA,NA,NA,NA,cs.SI,cs.SI|cs.CY
2104.01113v2,2021-03-24T10:11:18Z,2021-04-05T03:19:32Z,"Drug Recommendation System based on Sentiment Analysis of Drug Reviews
  using Machine Learning","Since coronavirus has shown up, inaccessibility of legitimate clinical
resources is at its peak, like the shortage of specialists, healthcare workers,
lack of proper equipment and medicines. The entire medical fraternity is in
distress, which results in numerous individuals demise. Due to unavailability,
people started taking medication independently without appropriate
consultation, making the health condition worse than usual. As of late, machine
learning has been valuable in numerous applications, and there is an increase
in innovative work for automation. This paper intends to present a drug
recommender system that can drastically reduce specialists heap. In this
research, we build a medicine recommendation system that uses patient reviews
to predict the sentiment using various vectorization processes like Bow, TFIDF,
Word2Vec, and Manual Feature Analysis, which can help recommend the top drug
for a given disease by different classification algorithms. The predicted
sentiments were evaluated by precision, recall, f1score, accuracy, and AUC
score. The results show that classifier LinearSVC using TFIDF vectorization
outperforms all other models with 93% accuracy.
",Satvik Garg,NA,http://arxiv.org/abs/2104.01113v2,http://arxiv.org/pdf/2104.01113v2,http://dx.doi.org/10.1109/Confluence51648.2021.9377188,"7 pages, 8 figures, 2021 11th International Conference on Cloud
  Computing, Data Science & Engineering (Confluence)",NA,10.1109/Confluence51648.2021.9377188,cs.IR,cs.IR|cs.AI|cs.LG
2004.02566v3,2020-04-06T11:23:46Z,2020-04-09T15:41:01Z,"Pandemic Populism: Facebook Pages of Alternative News Media and the
  Corona Crisis -- A Computational Content Analysis","The COVID-19 pandemic has not only had severe political, economic, and
societal effects, it has also affected media and communication systems in
unprecedented ways. While traditional journalistic media has tried to adapt to
the rapidly evolving situation, alternative news media on the Internet have
given the events their own ideological spin. Such voices have been criticized
for furthering societal confusion and spreading potentially dangerous ""fake
news"" or conspiracy theories via social media and other online channels. The
current study analyzes the factual basis of such fears in an initial
computational content analysis of alternative news media's output on Facebook
during the early Corona crisis, based on a large German data set from January
to the second half of March 2020. Using computational content analysis,
methods, reach, interactions, actors, and topics of the messages were examined,
as well as the use of fabricated news and conspiracy theories. The analysis
revealed that the alternative news media stay true to message patterns and
ideological foundations identified in prior research. While they do not spread
obvious lies, they are predominantly sharing overly critical, even
anti-systemic messages, opposing the view of the mainstream news media and the
political establishment. With this pandemic populism, they contribute to a
contradictory, menacing, and distrusting worldview, as portrayed in detail in
this analysis.
",Svenja Boberg|Thorsten Quandt|Tim Schatto-Eckrodt|Lena Frischlich,NA,http://arxiv.org/abs/2004.02566v3,http://arxiv.org/pdf/2004.02566v3,NA,"Muenster Online Research (MOR) Working Paper 1/2020, 4 figures, 4
  tables, corrected typos and references",NA,NA,cs.SI,cs.SI
2103.02643v1,2021-03-03T19:15:08Z,2021-03-03T19:15:08Z,"Inference for natural mediation effects under case-cohort sampling with
  applications in identifying COVID-19 vaccine correlates of protection","Combating the SARS-CoV2 pandemic will require the fast development of
effective preventive vaccines. Regulatory agencies may open accelerated
approval pathways for vaccines if an immunological marker can be established as
a mediator of a vaccine's protection. A rich source of information for
identifying such correlates are large-scale efficacy trials of COVID-19
vaccines, where immune responses are measured subject to a case-cohort sampling
design. We propose two approaches to estimation of mediation parameters in the
context of case-cohort sampling designs. We establish the theoretical
large-sample efficiency of our proposed estimators and evaluate them in a
realistic simulation to understand whether they can be employed in the analysis
of COVID-19 vaccine efficacy trials.
",David Benkeser|Iván Díaz|Jialu Ran,NA,http://arxiv.org/abs/2103.02643v1,http://arxiv.org/pdf/2103.02643v1,NA,"26 pages, 6 tables, 2 figures",NA,NA,stat.ME,stat.ME|math.ST|stat.TH
2007.00933v1,2020-07-02T07:16:15Z,2020-07-02T07:16:15Z,"Emergency Powers in Response to COVID-19: Policy diffusion, Democracy,
  and Preparedness","We examine COVID-19-related states of emergency (SOEs) using data on 180
countries in the period January 1 through June 12, 2020. The results suggest
that states' declaration of SOEs is driven by both external and internal
factors. A permissive regional environment, characterized by many and
simultaneously declared SOEs, may have diminished reputational and political
costs, making employment of emergency powers more palatable for a wider range
of governments. At the same time, internal characteristics, specifically
democratic institutions and pandemic preparedness, shaped governments'
decisions. Weak democracies with poor pandemic preparedness were considerably
more likely to opt for SOEs than dictatorships and robust democracies with
higher preparedness. We find no significant association between pandemic
impact, measured as national COVID-19-related deaths, and SOEs, suggesting that
many states adopted SOEs proactively before the disease spread locally.
",Magnus Lundgren|Mark Klamberg|Karin Sundström|Julia Dahlqvist,NA,http://arxiv.org/abs/2007.00933v1,http://arxiv.org/pdf/2007.00933v1,NA,NA,NA,NA,econ.GN,econ.GN|q-fin.EC
2010.11375v1,2020-10-22T01:52:51Z,2020-10-22T01:52:51Z,"Deep Learning for Distinguishing Normal versus Abnormal Chest
  Radiographs and Generalization to Unseen Diseases","Chest radiography (CXR) is the most widely-used thoracic clinical imaging
modality and is crucial for guiding the management of cardiothoracic
conditions. The detection of specific CXR findings has been the main focus of
several artificial intelligence (AI) systems. However, the wide range of
possible CXR abnormalities makes it impractical to build specific systems to
detect every possible condition. In this work, we developed and evaluated an AI
system to classify CXRs as normal or abnormal. For development, we used a
de-identified dataset of 248,445 patients from a multi-city hospital network in
India. To assess generalizability, we evaluated our system using 6
international datasets from India, China, and the United States. Of these
datasets, 4 focused on diseases that the AI was not trained to detect: 2
datasets with tuberculosis and 2 datasets with coronavirus disease 2019. Our
results suggest that the AI system generalizes to new patient populations and
abnormalities. In a simulated workflow where the AI system prioritized abnormal
cases, the turnaround time for abnormal cases reduced by 7-28%. These results
represent an important step towards evaluating whether AI can be safely used to
flag cases in a general setting where previously unseen abnormalities exist.
",Zaid Nabulsi|Andrew Sellergren|Shahar Jamshy|Charles Lau|Eddie Santos|Atilla P. Kiraly|Wenxing Ye|Jie Yang|Sahar Kazemzadeh|Jin Yu|Raju Kalidindi|Mozziyar Etemadi|Florencia Garcia Vicente|David Melnick|Greg S. Corrado|Lily Peng|Krish Eswaran|Daniel Tse|Neeral Beladia|Yun Liu|Po-Hsuan Cameron Chen|Shravya Shetty,NA,http://arxiv.org/abs/2010.11375v1,http://arxiv.org/pdf/2010.11375v1,NA,NA,NA,NA,eess.IV,eess.IV|cs.CV|cs.LG
