id,submitted,updated,title,abstract,authors,affiliations,link_abstract,link_pdf,link_doi,comment,journal_ref,doi,primary_category,categories,article,is_open_data,open_data_category,is_open_code,open_data_statements,open_code_statements
1905.06366v2,2019-05-15T18:21:05Z,2020-05-18T14:22:29Z,Equivalence and invariance of the chi and Hoffman constants of a matrix,"We show that the following two condition measures of a full column rank
matrix $A \in \mathbb{R}^{m\times n}$ are identical: the chi constant and a
signed Hoffman constant. This identity is naturally suggested by the evident
invariance of the chi constant under sign changes of the rows of $A$. We also
show that similar equivalence and invariance properties extend to variants of
the chi and Hoffman constants that depend only on the linear subspace
$A(\mathbb{R}^n):=\{Ax: x\in\mathbb{R}^n\} \subseteq \mathbb{R}^m$. Finally, we
show similar identities between the chi constants and signed versions of
Renegar's and Grassmannian condition measures.
",Javier F. Pena|Juan C. Vera|Luis F. Zuluaga,NA,http://arxiv.org/abs/1905.06366v2,http://arxiv.org/pdf/1905.06366v2,NA,14 pages,NA,NA,math.OC,"math.OC|65K10, 65F22, 90C25, 90C57",1905.06366v2.txt,0,,0,,
1906.12084v1,2019-06-28T08:15:15Z,2019-06-28T08:15:15Z,"Clearly Discriminate the Continuum Band and Exciton State of the Hybrid
  Lead Bromide Perovskite","Electronic states of the hybrid perovskite enable their promising
applications as distinctive optoelectronic materials. The understanding of
their electronic structures and charge characters remains highly controversial.
The electronic mechanism such as reabsorption, Urbach tail and indirect band
for interpreting dual-peak emissions is one of the controversial focuses.
Herein, we report that through heterojunction enhanced exciton dissociation and
global tracing of multiple radiative electronic states across wide temperature
regions, we have succeeded in directly observing free carrier emissions from
the hybrid lead bromide perovskite and clearly discriminating the direct
continuum band and exciton states. The widely-concerned dual-peak emissions are
clarified to be excitonic, arising from two types of exciton states of the
perovskite. These excitons possess giant binding energies and superior phase
stability compared to conventional inorganic semiconductors, providing
important implications for exploiting the excitonic mechanism for realizing
novel optoelectronic applications.
",Jiangjian Shi|Yiming Li|Jionghua Wu|Huijue Wu|Yanhong Luo|Dongmei Li|Jacek J. Jasieniak|Qingbo Meng,NA,http://arxiv.org/abs/1906.12084v1,http://arxiv.org/pdf/1906.12084v1,http://dx.doi.org/10.1002/adom.201902026,NA,"Advanced Optical Materials 8, 1902026 (2020)",10.1002/adom.201902026,physics.app-ph,physics.app-ph,1906.12084v1.txt,0,,0,,
1910.00693v1,2019-10-01T22:02:39Z,2019-10-01T22:02:39Z,"Tracking Control by the Newton-Raphson Method with Output Prediction and
  Controller Speedup","This paper presents a control technique for output tracking of reference
signals in continuous-time dynamical systems. The technique is comprised of the
following three elements: (i) output prediction which has to track the
reference signal, (ii) a controller based on an integrator with variable gain,
and (iii) a speedup of the control action for enhancing the tracker's accuracy
and, in some cases, guaranteeing stability of the closed-loop system. The
technique is suitable for linear and nonlinear systems, implementable by simple
algorithms, can track reference points as well as time-dependent reference
signals, and may have large, even global domains of attraction. The derived
theoretical results include convergence of the tracking controller and error
analysis, and are supported by illustrative simulation and laboratory
experiments.
",Yorai Wardi|Carla Seatzu|Jorge Cortes|Magnus Egerstedt|Shashwat Shivam|Ian Buckley,NA,http://arxiv.org/abs/1910.00693v1,http://arxiv.org/pdf/1910.00693v1,NA,"29 pages, 12 figures, 25 references",NA,NA,math.OC,math.OC,1910.00693v1.txt,0,,0,,
1907.07776v1,2019-07-17T21:14:24Z,2019-07-17T21:14:24Z,CADS: Core-Aware Dynamic Scheduler for Multicore Memory Controllers,"Memory controller scheduling is crucial in multicore processors, where DRAM
bandwidth is shared. Since increased number of requests from multiple cores of
processors becomes a source of bottleneck, scheduling the requests efficiently
is necessary to utilize all the computing power these processors offer.
However, current multicore processors are using traditional memory controllers,
which are designed for single-core processors. They are unable to adapt to
changing characteristics of memory workloads that run simultaneously on
multiple cores. Existing schedulers may disrupt locality and bank parallelism
among data requests coming from different cores. Hence, novel memory
controllers that consider and adapt to the memory access characteristics, and
share memory resources efficiently and fairly are necessary. We introduce
Core-Aware Dynamic Scheduler (CADS) for multicore memory controller. CADS uses
Reinforcement Learning (RL) to alter its scheduling strategy dynamically at
runtime. Our scheduler utilizes locality among data requests from multiple
cores and exploits parallelism in accessing multiple banks of DRAM. CADS is
also able to share the DRAM while guaranteeing fairness to all cores accessing
memory. Using CADS policy, we achieve 20% better cycles per instruction (CPI)
in running memory intensive and compute intensive PARSEC parallel benchmarks
simultaneously, and 16% better CPI with SPEC 2006 benchmarks.
",Eduardo Olmedo Sanchez|Xian-He Sun,NA,http://arxiv.org/abs/1907.07776v1,http://arxiv.org/pdf/1907.07776v1,NA,NA,NA,NA,cs.AR,cs.AR|cs.LG,1907.07776v1.txt,0,,0,,
1912.09259v1,2019-12-19T15:11:34Z,2019-12-19T15:11:34Z,Indistinguishable photons from a trapped-ion quantum network node,"Trapped atomic ions embedded in optical cavities are a promising platform to
enable long-distance quantum networks and their most far-reaching applications.
Here we achieve and analyze photon indistinguishability in a telecom-converted
ion-cavity system. First, two-photon interference of cavity photons at their
ion-resonant wavelength is observed and found to reach the limits set by
spontaneous emission. Second, this limit is shown to be preserved after a
two-step frequency conversion replicating a distributed scenario, in which the
cavity photons are converted to the telecom C band and then back to the
original wavelength. The achieved interference visibility and photon efficiency
would allow for the distribution and practical verification of entanglement
between ion-qubit registers separated by several tens of kilometers.
",M. Meraner|A. Mazloom|V. Krutyanskiy|V. Krcmarsky|J. Schupp|D. Fioretto|P. Sekatski|T. E. Northup|N. Sangouard|B. P. Lanyon,NA,http://arxiv.org/abs/1912.09259v1,http://arxiv.org/pdf/1912.09259v1,http://dx.doi.org/10.1103/PhysRevA.102.052614,"Main text: 4 pages with 3 figures. Supplementary material: 11 pages
  with 5 figure","Phys. Rev. A 102, 052614 (2020)",10.1103/PhysRevA.102.052614,quant-ph,quant-ph,1912.09259v1.txt,0,,0,,
1908.10934v2,2019-08-28T20:43:55Z,2020-05-02T10:04:58Z,Divided symmetrization and quasisymmetric functions,"Motivated by a question in Schubert calculus, we study the interplay of
quasisymmetric polynomials with the divided symmetrization operator, which was
introduced by Postnikov in the context of volume polynomials of permutahedra.
Divided symmetrization is a linear form which acts on the space of polynomials
in $n$ indeterminates of degree $n-1$. We first show that divided
symmetrization applied to a quasisymmetric polynomial in $m$ indeterminates can
be easily determined. Several examples with a strong combinatorial flavor are
given. Then, we prove that the divided symmetrization of any polynomial can be
naturally computed with respect to a direct sum decomposition due to
Aval-Bergeron-Bergeron involving the ideal generated by positive degree
quasisymmetric polynomials in $n$ indeterminates.
",Philippe Nadeau|Vasu Tewari,NA,http://arxiv.org/abs/1908.10934v2,http://arxiv.org/pdf/1908.10934v2,NA,"21 pages, exposition tightened, more context provided; Section 6 in
  version 1 removed, will appear elsewhere",NA,NA,math.CO,math.CO,1908.10934v2.txt,0,,0,,
1912.04833v1,2019-12-10T17:21:10Z,2019-12-10T17:21:10Z,Quantum Secrecy in Thermal States II,"In this paper we consider a scheme for cryptographic key distribution based
on a variation of continuous variable quantum key distribution called central
broadcast. In the continuous variable central broadcast scheme, security arises
from discord present in the Hanbury Brown and Twiss effect from a thermal
source. The benefit of this scheme is that it expands the range of frequencies
into the microwave regime. Longer wavelengths, where the thermal photon number
is higher and correlations remain robust over long distances, may even be
preferable to optical wavelengths. Assming that Alice controls the source but
not the distribution of the light (eg satellite broadcasts), then we
demonstrate that the central broadcast scheme is robust to an entangling cloner
attack. We establish the security of the protocol both experimentally and
theoretically.
",Elizabeth Newton|Anne Ghesquière|Freya L. Wilson|Benjamin T. H. Varcoe|Martin Moseley,NA,http://arxiv.org/abs/1912.04833v1,http://arxiv.org/pdf/1912.04833v1,NA,NA,NA,NA,quant-ph,quant-ph,1912.04833v1.txt,0,,0,,
1903.11901v1,2019-03-28T11:24:54Z,2019-03-28T11:24:54Z,Some exact solutions of the Volterra lattice,"We study solutions of the Volterra lattice satisfying the stationary equation
for its non-autonomous symmetry. It is shown that the dynamics in $t$ and $n$
are governed by the continuous and discrete Painlev\'e equations, respectively.
The class of initial data leading to regular solutions is described. For the
lattice on the half-line, these solutions are expressed in terms of the
confluent hypergeometric function. The Hankel transform of the coefficients of
the corresponding Taylor series is computed on the basis of the Wronskian
representation of the solution.
",V. E. Adler|A. B. Shabat,NA,http://arxiv.org/abs/1903.11901v1,http://arxiv.org/pdf/1903.11901v1,http://dx.doi.org/10.1134/S0040577919100039,"17 pages, 4 figures",Theoret. Math. Phys. 201:1 (2019) 1442-1456,10.1134/S0040577919100039,nlin.SI,"nlin.SI|math.CO|37K10, 34M55, 33C15, 05A10",1903.11901v1.txt,0,,0,,
1912.12665v1,2019-12-29T14:49:36Z,2019-12-29T14:49:36Z,"Adaptive Algorithm for Finding Connected Dominating Sets in Uncertain
  Graphs","The problem of finding a minimum-weight connected dominating set (CDS) of a
given undirected graph has been studied actively, motivated by operations of
wireless ad hoc networks. In this paper, we formulate a new stochastic variant
of the problem. In this problem, each node in the graph has a hidden random
state, which represents whether the node is active or inactive, and we seek a
CDS of the graph that consists of the active nodes. We consider an adaptive
algorithm for this problem, which repeat choosing nodes and observing the
states of the nodes around the chosen nodes until a CDS is found. Our
algorithms have a theoretical performance guarantee that the sum of the weights
of the nodes chosen by the algorithm is at most $O(\alpha \log (1/\delta))$
times that of any adaptive algorithm in expectation, where $\alpha$ is an
approximation factor for the node-weighted polymatroid Steiner tree problem and
$\delta$ is the minimum probability of possible scenarios on the node states.
",Takuro Fukunaga,NA,http://arxiv.org/abs/1912.12665v1,http://arxiv.org/pdf/1912.12665v1,NA,"This is the accepted version of a paper to be published by IEEE/ACM
  Transactions on Networking",NA,NA,cs.DS,cs.DS,1912.12665v1.txt,0,,0,,
1901.03729v1,2019-01-11T19:55:48Z,2019-01-11T19:55:48Z,"Automated Rationale Generation: A Technique for Explainable AI and its
  Effects on Human Perceptions","Automated rationale generation is an approach for real-time explanation
generation whereby a computational model learns to translate an autonomous
agent's internal state and action data representations into natural language.
Training on human explanation data can enable agents to learn to generate
human-like explanations for their behavior. In this paper, using the context of
an agent that plays Frogger, we describe (a) how to collect a corpus of
explanations, (b) how to train a neural rationale generator to produce
different styles of rationales, and (c) how people perceive these rationales.
We conducted two user studies. The first study establishes the plausibility of
each type of generated rationale and situates their user perceptions along the
dimensions of confidence, humanlike-ness, adequate justification, and
understandability. The second study further explores user preferences between
the generated rationales with regard to confidence in the autonomous agent,
communicating failure and unexpected behavior. Overall, we find alignment
between the intended differences in features of the generated rationales and
the perceived differences by users. Moreover, context permitting, participants
preferred detailed rationales to form a stable mental model of the agent's
behavior.
",Upol Ehsan|Pradyumna Tambwekar|Larry Chan|Brent Harrison|Mark Riedl,NA,http://arxiv.org/abs/1901.03729v1,http://arxiv.org/pdf/1901.03729v1,NA,"Accepted to the 2019 International Conference on Intelligent User
  Interfaces",NA,NA,cs.AI,cs.AI|cs.HC,1901.03729v1.txt,0,,0,,
1902.09464v1,2019-02-25T17:29:09Z,2019-02-25T17:29:09Z,A Reference Architecture for Smart and Software-defined Buildings,"The vision encompassing Smart and Software-defined Buildings (SSDB) is
becoming more and more popular and its implementation is now more accessible
due to the widespread adoption of the IoT infrastructure. Some of the most
important applications sustaining this vision are energy management,
environmental comfort, safety and surveillance. This paper surveys IoT and SSB
technologies and their cooperation towards the realization of Smart Spaces. We
propose a four-layer reference architecture and we organize related concepts
around it. This conceptual frame is useful to identify the current literature
on the topic and to connect the dots into a coherent vision of the future of
residential and commercial buildings.
",Manuel Mazzara|Ilya Afanasyev|Smruti R. Sarangi|Salvatore Distefano|Vivek Kumar,NA,http://arxiv.org/abs/1902.09464v1,http://arxiv.org/pdf/1902.09464v1,NA,NA,NA,NA,cs.SE,cs.SE|cs.CY,1902.09464v1.txt,0,,0,,
1905.01609v2,2019-05-05T05:21:14Z,2019-10-16T12:23:54Z,Matrix Product States with adaptive global symmetries,"Quantum many body physics simulations with Matrix Product States can often be
accelerated if the quantum symmetries present in the system are explicitly
taken into account. Conventionally, quantum symmetries have to be determined
before hand when constructing the tensors for the Matrix Product States
algorithm. In this work, we present a Matrix Product States algorithm with an
adaptive $U(1)$ symmetry. This algorithm can take into account of, or benefit
from, $U(1)$ or $Z_2$ symmetries when they are present, or analyze the
non-symmetric scenario when the symmetries are broken without any external
alteration of the code. To give some concrete examples we consider an XYZ model
and show the insight that can be gained by (i) searching the ground state and
(ii) evolving in time after a symmetry-changing quench. To show the generality
of the method, we also consider an interacting bosonic system under the effect
of a symmetry-breaking dissipation.
",Chu Guo|Dario Poletti,NA,http://arxiv.org/abs/1905.01609v2,http://arxiv.org/pdf/1905.01609v2,http://dx.doi.org/10.1103/PhysRevB.100.134304,"9 pages, 4 figures","Phys. Rev. B 100, 134304 (2019)",10.1103/PhysRevB.100.134304,quant-ph,quant-ph|cond-mat.quant-gas,1905.01609v2.txt,0,,0,,
1901.10282v1,2019-01-29T13:44:15Z,2019-01-29T13:44:15Z,"What could be learned about phase transitions, meson and nucleon
  structure in hot medium from a chiral quark-meson theory?","In this contribution I summarize and discuss the results of the bulk
thermodynamic characteristics, meson and nucleon structure in hot matter
obtained in the framework of a chiral quark-meson theory. A hybrid NJL model is
used in which a Dirac sea of quarks is combined with a Fermi sea of quarks or
of nucleons. In the model mesons are described as collective $\bar qq$
excitations and the nucleon appears as a baryon-number-one soliton of $N_c$
valence quarks coupled to both Dirac and Fermi sea. According to the model at
some critical density and/or temperature phase transitions from nucleons to
quarks as well as from Goldstone to Wigner phase are expected. At finite
density the chiral order parameter and the constituent quark mass have a
non-monotonic temperature dependence-at temperatures not close to the critical
one they are less affected than in cold matter. The quark matter is rather soft
against thermal fluctuations and the corresponding chiral phase transition is
smooth. The nucleon matter is much stiffer and the phase transition is very
sharp. In the case of quark matter a first-order transition is suggested at low
temperatures ($T<80$ MeV) which changes to a second-order one at higher
temperatures. In contrast to the quark matter in the case of nucleon matter the
thermodynamic variables show large discontinuities which is a clear indication
for a first-order phase transition. In hot medium at intermediate temperature
the nucleon soliton is more bound and less swelled than in the case of cold
matter. At some critical temperature, which for nucleon matter coincides with
the critical temperature for the phase transition, no more a localized solution
is found. According to this model scenario one should expect a first-order
phase transition from nucleon to quark matter.
",Christo V. Christov,NA,http://arxiv.org/abs/1901.10282v1,http://arxiv.org/pdf/1901.10282v1,NA,"15 pages, 11 figures, in Proceedings of the 37th International
  Workshop on Nuclear Theory, 24-30 June 2018, Borovetz, Bulgaria",NA,NA,nucl-th,nucl-th,1901.10282v1.txt,0,,0,,
1905.11526v2,2019-05-27T22:01:03Z,2019-05-31T21:13:49Z,Skew key polynomials and a generalized Littlewood--Richardson rule,"Young's lattice is a partial order on integer partitions whose saturated
chains correspond to standard Young tableaux, the combinatorial objects that
generate the Schur basis for symmetric functions. Generalizing Young's lattice,
we introduce a new partial order on weak compositions that we call the key
poset. Saturated chains in this poset correspond to standard key tableaux, the
combinatorial objects that generate the key polynomials, a nonsymmetric
polynomial generalization of the Schur basis. Generalizing skew Schur
functions, we define skew key polynomials in terms of this new poset. Using
weak dual equivalence, we give a nonnegative weak composition
Littlewood--Richardson rule for the key expansion of skew key polynomials,
generalizing the flagged Littlewood--Richardson rule of Reiner and Shimozono.
",Sami Assaf|Stephanie van Willigenburg,NA,http://arxiv.org/abs/1905.11526v2,http://arxiv.org/pdf/1905.11526v2,NA,"18 pages, typos corrected",NA,NA,math.CO,"math.CO|05E05, 06A07, 14M15, 14N15",1905.11526v2.txt,0,,0,,
1904.03137v4,2019-04-05T16:02:15Z,2019-12-02T14:46:07Z,"Learning to Remember: A Synaptic Plasticity Driven Framework for
  Continual Learning","Models trained in the context of continual learning (CL) should be able to
learn from a stream of data over an undefined period of time. The main
challenges herein are: 1) maintaining old knowledge while simultaneously
benefiting from it when learning new tasks, and 2) guaranteeing model
scalability with a growing amount of data to learn from. In order to tackle
these challenges, we introduce Dynamic Generative Memory (DGM) - a synaptic
plasticity driven framework for continual learning. DGM relies on conditional
generative adversarial networks with learnable connection plasticity realized
with neural masking. Specifically, we evaluate two variants of neural masking:
applied to (i) layer activations and (ii) to connection weights directly.
Furthermore, we propose a dynamic network expansion mechanism that ensures
sufficient model capacity to accommodate for continually incoming tasks. The
amount of added capacity is determined dynamically from the learned binary
mask. We evaluate DGM in the continual class-incremental setup on visual
classification tasks.
",Oleksiy Ostapenko|Mihai Puscas|Tassilo Klein|Patrick Jähnichen|Moin Nabi,NA,http://arxiv.org/abs/1904.03137v4,http://arxiv.org/pdf/1904.03137v4,NA,CVPR 2019,NA,NA,cs.NE,cs.NE|cs.CV|cs.LG,1904.03137v4.txt,0,,0,,
1901.08786v2,2019-01-25T08:59:03Z,2019-05-20T11:21:17Z,"High-Tc superconducting detector for highly-sensitive microwave
  magnetometry","We have fabricated arrays of High-T$_c$ Superconducting Quantum Interference
Devices (SQUIDs) with randomly distributed loop sizes as sensitive antennas for
Radio-Frequency (RF) waves. These sub-wavelength size devices known as
Superconducting Quantum Interference Filters (SQIFs) detect the magnetic
component of the electromagnetic field. We use a scalable ion irradiation
technique to pattern the circuits and engineer the Josephson junctions needed
to make SQUIDs. Here we report on a 300 SQUIDs series array with loops area
ranging from $6$ to $60\ \mu m^{2}$, folded in a meander line covering a $3.5\
mm\times 8\ mm$ substrate area, made out of a $150$-nm-thick
$\mathrm{YBa}_2\mathrm{Cu}_3\mathrm{O}_7$ film. Operating at a temperature
$T=66\ K$ in a un-shielded magnetic environment, under low DC bias current
($I=60\ \mu A$) and DC magnetic field ($B=3\ \mu T$), this SQIF can detect a
magnetic field of a few $pT$ at a frequency of $1.125\ GHz$, which corresponds
to a sensitivity of a few hundreds of $fT/\sqrt{Hz}$, and shows linear response
over 7 decades in RF power. This work is a promising approach for the
realization of low dissipative sub-wavelength GHz magnetometers.
",François Couëdo|Eliana Recoba Pawlowski|Julien Kermorvant|Juan Trastoy|Denis Crété|Yves Lemaître|Bruno Marcilhac|Christian Ulysse|Cheryl Feuillet-Palma|Nicolas Bergeal|Jérome Lesueur,NA,http://arxiv.org/abs/1901.08786v2,http://arxiv.org/pdf/1901.08786v2,http://dx.doi.org/10.1063/1.5090175,NA,"Appl. Phys. Lett. 114, 192602 (2019)",10.1063/1.5090175,cond-mat.supr-con,cond-mat.supr-con,1901.08786v2.txt,0,,0,,
1910.00665v2,2019-10-01T20:58:30Z,2020-05-21T19:07:48Z,On the Ejection of Dark Matter from Globular Clusters,"We investigate analytically whether in a close encounter with a star, a Dark
Matter particle can be accelerated above the escape speed of a Globular Cluster
and be ejected. We find that this mechanism is not sufficient to eject a
massive, extended Dark Matter halo by the present time. Combined with
observations of isolated Globular Clusters that may not have had their halos
tidally stripped, these results cast doubt on the scenario in which Globular
Clusters formed in Dark Matter halos.
",Travis J. Hurst|Andrew R. Zentner,NA,http://arxiv.org/abs/1910.00665v2,http://arxiv.org/pdf/1910.00665v2,http://dx.doi.org/10.1093/mnras/staa1065,NA,NA,10.1093/mnras/staa1065,astro-ph.GA,astro-ph.GA|astro-ph.CO,1910.00665v2.txt,0,,0,,
1912.11966v1,2019-12-27T02:49:45Z,2019-12-27T02:49:45Z,"Handling Missing MRI Input Data in Deep Learning Segmentation of Brain
  Metastases: A Multi-Center Study","The purpose was to assess the clinical value of a novel DropOut model for
detecting and segmenting brain metastases, in which a neural network is trained
on four distinct MRI sequences using an input dropout layer, thus simulating
the scenario of missing MRI data by training on the full set and all possible
subsets of the input data. This retrospective, multi-center study, evaluated
165 patients with brain metastases. A deep learning based segmentation model
for automatic segmentation of brain metastases, named DropOut, was trained on
multi-sequence MRI from 100 patients, and validated/tested on 10/55 patients.
The segmentation results were compared with the performance of a
state-of-the-art DeepLabV3 model. The MR sequences in the training set included
pre- and post-gadolinium (Gd) T1-weighted 3D fast spin echo, post-Gd
T1-weighted inversion recovery (IR) prepped fast spoiled gradient echo, and 3D
fluid attenuated inversion recovery (FLAIR), whereas the test set did not
include the IR prepped image-series. The ground truth were established by
experienced neuroradiologists. The results were evaluated using precision,
recall, Dice score, and receiver operating characteristics (ROC) curve
statistics, while the Wilcoxon rank sum test was used to compare the
performance of the two neural networks. The area under the ROC curve (AUC),
averaged across all test cases, was 0.989+-0.029 for the DropOut model and
0.989+-0.023 for the DeepLabV3 model (p=0.62). The DropOut model showed a
significantly higher Dice score compared to the DeepLabV3 model (0.795+-0.105
vs. 0.774+-0.104, p=0.017), and a significantly lower average false positive
rate of 3.6/patient vs. 7.0/patient (p<0.001) using a 10mm3 lesion-size limit.
The DropOut model may facilitate accurate detection and segmentation of brain
metastases on a multi-center basis, even when the test cohort is missing MRI
input data.
",Endre Grøvik|Darvin Yi|Michael Iv|Elizabeth Tong|Line Brennhaug Nilsen|Anna Latysheva|Cathrine Saxhaug|Kari Dolven Jacobsen|Åslaug Helland|Kyrre Eeg Emblem|Daniel Rubin|Greg Zaharchuk,NA,http://arxiv.org/abs/1912.11966v1,http://arxiv.org/pdf/1912.11966v1,NA,NA,NA,NA,eess.IV,eess.IV|cs.CV,1912.11966v1.txt,0,,0,,
1903.05292v3,2019-03-13T02:27:22Z,2019-10-16T12:15:50Z,"Linear Scaling of the Superfluid Density with the Critical Temperature
  in the Layered Superconductor 2H-NbSe_2","We report on high-pressure (p_max = 2.1 GPa) muon spin rotation experiments
probing the temperature-dependent magnetic penetration depth in the layered
superconductor 2H-NbSe_2. Upon increasing the pressure, we observe a
substantial increase of the superfluid density n_s, which we find to scale
linearly with T_c. This linear scaling is considered a hallmark feature of
unconventional superconductivity, especially in high-temperature cuprate
superconductors. Our current results, along with our earlier findings on
1T'-MoTe_2 (Z. Guguchia et. al., Nature Communications 8, 1082 (2017)),
demonstrate that this linear relation is also an intrinsic property of the
superconductivity in transition metal dichalcogenides, whereas the ratio
T_c/T_F is approximately a factor of 20 lower than the ratio observed in
hole-doped cuprates. We, furthermore, find that the values of the
superconducting gaps are insensitive to the suppression of the
quasi-two-dimensional CDW state, indicating that the CDW ordering and the
superconductivity in 2H-NbSe_2 are independent of each other.
",F. O. von Rohr|J. -C. Orain|R. Khasanov|Z. Shermadini|A. Nikitin|J. Chang|A. R. Wieteska|A. N. Pasupathy|M. Z. Hasan|A. Amato|H. Luetkens|Y. J. Uemura|Z. Guguchia,NA,http://arxiv.org/abs/1903.05292v3,http://arxiv.org/pdf/1903.05292v3,http://dx.doi.org/10.1126/sciadv.aav8465,"9 pages, 4 Figures. This work builds on our earlier findings on
  1T'-MoTe2, arXiv:1704.05185, and expands our findings to 2H-NbSe2","Science Advances 5(11), eaav8465 (2019)",10.1126/sciadv.aav8465,cond-mat.supr-con,cond-mat.supr-con|cond-mat.mtrl-sci|cond-mat.other,1903.05292v3.txt,0,,0,,
1912.01739v2,2019-12-03T23:29:32Z,2020-05-25T16:27:01Z,"Measuring urban road network resilience to extreme events: an
  application for urban floods","Designing and maintaining resilient transportation systems rely on
identifying potential vulnerabilities and inefficiencies before crises occur.
However, given the complexity of transportation networks, as well as the
diversity of ways in which systems can fail, the problem of assessing the
impacts of exceptional phenomena still lacks tools and metrics for analysis.
Therefore, this paper aims to present a method for assessing the behavior of
road networks during crises in which segments are disabled or unusable for a
time. The method proposed was structured around two metrics calculated from the
road network and trip distribution: network continuity and efficiency of
alternative. With these metrics, we assess, as an example, the local and global
impacts of various flooding scenarios in a case study at S\~ao Carlos, a
medium-sized Brazilian city in the state of S\~ao Paulo. Our findings indicate
that pedestrian movements are significantly less impacted than motorized
vehicles by floods in the city, which may be due to the car-oriented nature of
the avenues closest to rivers, and the shortest average length of pedestrian
trips. These findings and metrics set a framework for further research
involving other cities and natural phenomena to enrich the understanding of
resilience in urban transportation networks.
",André Borgato Morelli|André Luiz Cunha,NA,http://arxiv.org/abs/1912.01739v2,http://arxiv.org/pdf/1912.01739v2,http://dx.doi.org/10.1016/j.trd.2021.102770,"13 pages, 9 figures",NA,10.1016/j.trd.2021.102770,physics.soc-ph,physics.soc-ph,1912.01739v2.txt,0,,0,,
1902.09437v1,2019-02-25T17:00:27Z,2019-02-25T17:00:27Z,A gas-phase primordial origin of O2 in comet 67P/Churyumov-Gerasimenko,"Recent observations made by the Rosetta/ROSINA instrument have detected
molecular oxygen in the coma of comet 67P/Churyumov-Gerasimenko with abundances
at the 1-10% level relative to H2O. Previous studies have indicated that the
likely origin of the O2 may be surface chemistry of primordial (dark cloud)
origin, requiring somewhat warmer, denser and extreme H-atom poor conditions
than are usually assumed. In this study we propose a primordial gas-phase
origin for the O2 which is subsequently frozen and effectively hidden until the
ice mantles are sublimated in the comet's coma. Our study presents results from
a three-phase astrochemical model that simulates the chemical evolution of ices
in the primordial dark cloud phase, its gravitational collapse, and evolution
in the early protosolar nebula. We find that the O2 abundance can be produced
and is fairly robust to the choice of the free parameters. Good matches for the
O2:H2O ratio and, to a lesser extent, the N2:CO and CO:H2O ratios are obtained,
but the models significantly over-produce N2. We speculate that the low value
of N2:O2 that is observed is a consequence of the specific thermal history of
the comet.
",Jonathan M. C. Rawlings|Thomas G. Wilson|David A. Williams,NA,http://arxiv.org/abs/1902.09437v1,http://arxiv.org/pdf/1902.09437v1,http://dx.doi.org/10.1093/mnras/stz689,"Accepted for publication 18th February 2019. 13 pages, 2 figures",NA,10.1093/mnras/stz689,astro-ph.EP,astro-ph.EP|astro-ph.SR,1902.09437v1.txt,0,,0,,
1902.05472v2,2019-02-14T16:10:22Z,2019-03-09T15:48:15Z,Quasi-complete intersections in P2 and syzygies,"Let C \in P2 be a reduced, singular curve of degree d and equation f = 0. Let
\Sigma denote the jacobian subscheme of C. We have 0 -> E -> 3.O ->
I_\Sigma(d-1) -> 0 (the surjection is given by the partials of f). We study the
relationships between the Betti numbers of the module H^0_*(E) and the
integers, d; \tau, where \tau = deg(\Sigma). We observe that our results apply
to any quasi-complete intersection of type (s; s; s).
",Philippe Ellia,NA,http://arxiv.org/abs/1902.05472v2,http://arxiv.org/pdf/1902.05472v2,NA,New version with improved results and references added,NA,NA,math.AG,math.AG,1902.05472v2.txt,0,,0,,
1904.03386v1,2019-04-06T08:22:47Z,2019-04-06T08:22:47Z,A Generalization of Schur's $P$- and $Q$-Functions,"We introduce and study a generalization of Schur's $P$-/$Q$-functions
associated to a polynomial sequence, which can be viewed as ``Macdonald's ninth
variation'' for $P$-/$Q$-functions. This variation includes as special cases
Schur's $P$-/$Q$-functions, Ivanov's factorial $P$-/$Q$-functions and the
$t=-1$ specialization of Hall--Littlewood functions associated to the classical
root systems. We establish several identities and properties such as
generalizations of Schur's original definition of Schur's $Q$-functions,
Cauchy-type identity, J\'ozefiak--Pragacz--Nimmo formula for skew
$Q$-functions, and Pieri-type rule for multiplication.
",Soichi Okada,NA,http://arxiv.org/abs/1904.03386v1,http://arxiv.org/pdf/1904.03386v1,NA,55 pages,"Sem. Lothar. Combin. 81 (2020), Art. B81k",NA,math.CO,math.CO|05E05,1904.03386v1.txt,0,,0,,
