id,type,date_created,date_modified,date_published,attributes.original_publication_date,attributes.doi,title,description,attributes.is_published,attributes.is_preprint_orphan,tags,attributes.preprint_doi_created,date_withdrawn,attributes.current_user_permissions,attributes.public,attributes.reviews_state,date_last_transitioned,attributes.has_coi,attributes.conflict_of_interest_statement,attributes.has_data_links,attributes.why_no_data,attributes.data_links,attributes.has_prereg_links,attributes.why_no_prereg,attributes.prereg_links,attributes.prereg_link_info,attributes.subjects,attributes.license_record.copyright_holders,attributes.license_record.year,relationships.contributors.links.related.href,relationships.bibliographic_contributors.links.related.href,relationships.citation.links.related.href,relationships.citation.data.id,relationships.citation.data.type,relationships.identifiers.links.related.href,relationships.node.links.self.href,relationships.node.links.related.href,relationships.node.data.id,relationships.node.data.type,relationships.license.links.related.href,relationships.license.data.id,relationships.license.data.type,relationships.provider.links.related.href,relationships.provider.data.id,relationships.provider.data.type,relationships.files.links.related.href,relationships.primary_file.links.related.href,relationships.primary_file.data.id,relationships.primary_file.data.type,relationships.review_actions.links.related.href,relationships.requests.links.related.href,links.self,links.html,links.preprint_doi,links.doi,attributes.withdrawal_justification,relationships.identifiers.data,relationships.files.data,relationships.requests.data,attributes.license_record
y9uk6,preprints,2019-08-01,2020-08-04,2019-08-02,2019-07-30T22:00:00,10.1002/pop4.243,Older‐Age Social Pensions and Poverty: Revisiting Assumptions on Targeting and Universalism,"Whether social protection benefits should be assigned to all (universal) or kept only for those who meet specific criteria (targeting) remains one of the most contentious questions in social policy research. The purpose of this article is to revisit three assumptions on the two main social policy options for the provision of social benefits to older persons. Each assumption is assessed through counterfactual reasoning using a combination of literature review and statistical analysis with a global perspective. The study finds that (i) 79 countries would be economically able to shift from targeted noncontributory pensions to basic universal noncontributory pensions with less than 1.2 per cent of the respective national gross domestic products; (ii) 16 countries have means‐tested/region‐tested noncontributory pensions more expensive than a hypothetical basic universal social pension; (iii) an arbitrary threshold of “economic development” is not a limitation for implementing social pensions; and (iv) at least 17 countries with relatively low economic development have successfully implemented social pensions without means targeting. Therefore, contrary to what several international organizations and scholars have argued, universal social pensions are politically and economically viable and efficient strategies to alleviate income poverty.",TRUE,FALSE,cash transfers|development|social assitance|social policy|social protection,2019-08-02T02:22:25.052683,NA,NA,TRUE,accepted,2019-08-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f7c698300375c76d84|5a8c80f7c698300375c76d8e|Social and Behavioral Sciences|International and Area Studies|5a8c80f7c698300375c76d84|5a8c80f8c698300375c76daf|5a8c80f8c698300375c76db2|Social and Behavioral Sciences|Political Science|Comparative Politics|5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e33|Social and Behavioral Sciences|Sociology|Development,NA,2019,https://api.osf.io/v2/preprints/y9uk6/contributors/,https://api.osf.io/v2/preprints/y9uk6/bibliographic_contributors/,https://api.osf.io/v2/preprints/y9uk6/citation/,y9uk6,preprints,https://api.osf.io/v2/preprints/y9uk6/identifiers/,https://api.osf.io/v2/preprints/y9uk6/relationships/node/,https://api.osf.io/v2/nodes/u687n/,u687n,nodes,https://api.osf.io/v2/licenses/5ad7979bc69830002d8190e3/,5ad7979bc69830002d8190e3,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/y9uk6/files/,https://api.osf.io/v2/files/5d42ff2abcd6d900198dd00b/,5d42ff2abcd6d900198dd00b,files,https://api.osf.io/v2/preprints/y9uk6/review_actions/,https://api.osf.io/v2/preprints/y9uk6/requests/,https://api.osf.io/v2/preprints/y9uk6/,https://osf.io/preprints/socarxiv/y9uk6/,https://doi.org/10.31235/osf.io/y9uk6,https://doi.org/10.1002/pop4.243,NA,NA,NA,NA,NA
t3ma8,preprints,2019-10-11,2019-10-13,2019-10-13,2015-03-31T04:00:00,10.22230/cjnser.2015v6n1a196,Indigenous Communities and Social Enterprise in Canada,"This article seeks to understand Indigenous social enterprise in a “current state snapshot” and in a complex historical context. Specifically, the authors begin by placing into theoretical context social enterprises serving Indigenous communities. The framework for Indigenous social enterprise is related to theories of Indigenous entrepreneurship and “quadruple bottom line” organizations. The authors explain the role of culture as an under-researched element and as a critical component of Indigenous social enterprise. The article also highlights gender leadership of social enterprise in Indigenous communities. Finally, the article provides three case studies that exemplify Indigenous social enterprise in Canada.",TRUE,FALSE,aboriginal|Canada|culture|entrepreneurship|first nations|indigenous|social enterprise,2019-10-13T12:24:01.760529,NA,NA,TRUE,accepted,2019-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f7c698300375c76d84|5a8c80f8c698300375c76dbe|Social and Behavioral Sciences|Economics|5a8c80f7c698300375c76d84|5a8c80f8c698300375c76dd1|Social and Behavioral Sciences|Leadership Studies|5a8c80f7c698300375c76d84|5a8c80f9c698300375c76e1f|Social and Behavioral Sciences|Organization Development,Canadian Journal of Nonprofit and Social Economy Research (ANSERJ),2015,https://api.osf.io/v2/preprints/t3ma8/contributors/,https://api.osf.io/v2/preprints/t3ma8/bibliographic_contributors/,https://api.osf.io/v2/preprints/t3ma8/citation/,t3ma8,preprints,https://api.osf.io/v2/preprints/t3ma8/identifiers/,https://api.osf.io/v2/preprints/t3ma8/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e965/,563c1cf88c5e4a3877f9e965,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/t3ma8/files/,https://api.osf.io/v2/files/5d9ffb15fcf91f00101c2e8f/,5d9ffb15fcf91f00101c2e8f,files,https://api.osf.io/v2/preprints/t3ma8/review_actions/,https://api.osf.io/v2/preprints/t3ma8/requests/,https://api.osf.io/v2/preprints/t3ma8/,https://osf.io/preprints/socarxiv/t3ma8/,https://doi.org/10.31235/osf.io/t3ma8,https://doi.org/10.22230/cjnser.2015v6n1a196,NA,NA,NA,NA,NA
3aj4n,preprints,2019-06-06,2019-06-07,2019-06-07,NA,NA,The Role of Institutions in the Labor Market Impact of Immigration,"We study the role of labor market institutions and policies in affecting the wage impact of immigration using a cross-country meta-analysis approach. We gather information on 1,548 previously reported semi-elasticities from 66 academic studies covering 20 developed countries. We supplement this dataset with country-level institutional structure and coverage data from the OECD. These include employment and wage rigidities, labor mobility, active labor market programs spending, and product market regulation. We relate estimated wage effects and institutional coverage while con- trolling for local economic conditions, immigrant skill composition, time and region fixed effects and study characteristics. Higher labor market rigidity, as brought about by more widespread institutions, regulations and policies, mitigates the effects on relative wages of high- versus low-skilled natives but exacerbates the impacts on average earnings. Overall, our results suggest that labor mar- ket institutions and policies may be effective tools in the economic absorption of foreign workers.",TRUE,FALSE,NA,2019-06-07T21:32:43.511846,NA,NA,TRUE,accepted,2019-06-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f7c698300375c76d84|5a8c80f8c698300375c76dbe|5a8c80f8c698300375c76dc3|Social and Behavioral Sciences|Economics|Labor Economics,NA,2019,https://api.osf.io/v2/preprints/3aj4n/contributors/,https://api.osf.io/v2/preprints/3aj4n/bibliographic_contributors/,https://api.osf.io/v2/preprints/3aj4n/citation/,3aj4n,preprints,https://api.osf.io/v2/preprints/3aj4n/identifiers/,https://api.osf.io/v2/preprints/3aj4n/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96c/,563c1cf88c5e4a3877f9e96c,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/3aj4n/files/,https://api.osf.io/v2/files/5cf9a8ac46ad4d0017d38ca5/,5cf9a8ac46ad4d0017d38ca5,files,https://api.osf.io/v2/preprints/3aj4n/review_actions/,https://api.osf.io/v2/preprints/3aj4n/requests/,https://api.osf.io/v2/preprints/3aj4n/,https://osf.io/preprints/socarxiv/3aj4n/,https://doi.org/10.31235/osf.io/3aj4n,NA,NA,NA,NA,NA,NA
83jeg,preprints,2019-10-09,2019-10-09,2019-10-09,2018-08-22T23:00:00,10.1080/1350178X.2018.1511257,How Behavioural Economics Relates to Psychology - Some Bibliographic Evidence,"Whether behavioural economics has a fundamental influence on economics is debated by behavioural and heterodox economists as well as by methodologists and historians of economics. At the core of this debate is the question whether behavioural economics is shaped by large-scale content imports from psychology, or whether these transfers have been too selective to challenge dominant approaches in economics. This study contributes to the debate in analysing a variety of bibliographic data from the disciplinary boundary between economics and psychology. Two datasets from the boundary of behavioural economics and psychology are compared to sets of economic and psychology publications in quantifying the use of mathematics, the share of empirical contributions, the authors’ academic background, and their cross-citations via network analysis. In contrast to proposals made by some methodologists and behavioural economists, the statistical results confirm content transfers from psychology via behavioural economics only to a limited extend. The observed level of interaction provides evidence for a selective import of specific psychological findings by a small number of established investigators in behavioural economics. These findings were then intensively debated as divergences from rationality within the growing, but econ-centered community of behavioural economists.",TRUE,FALSE,Behavioral economics|Bibliographic data mining|Citation analysis|Economic methodology|Social network analysis,2019-10-09T14:42:05.396408,NA,NA,TRUE,accepted,2019-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,"5a8c80f7c698300375c76d84|5a8c80f8c698300375c76dbe|5a8c80f8c698300375c76dc4|Social and Behavioral Sciences|Economics|Economic History|5a8c80f7c698300375c76d84|5a8c80f8c698300375c76dbe|5a8c80f8c698300375c76dc5|Social and Behavioral Sciences|Economics|Behavioral Economics|5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e40|Social and Behavioral Sciences|Sociology|Science, Knowledge, and Technology",NA,2019,https://api.osf.io/v2/preprints/83jeg/contributors/,https://api.osf.io/v2/preprints/83jeg/bibliographic_contributors/,https://api.osf.io/v2/preprints/83jeg/citation/,83jeg,preprints,https://api.osf.io/v2/preprints/83jeg/identifiers/,https://api.osf.io/v2/preprints/83jeg/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/83jeg/files/,https://api.osf.io/v2/files/5d9dc014a7bc73000be7f846/,5d9dc014a7bc73000be7f846,files,https://api.osf.io/v2/preprints/83jeg/review_actions/,https://api.osf.io/v2/preprints/83jeg/requests/,https://api.osf.io/v2/preprints/83jeg/,https://osf.io/preprints/socarxiv/83jeg/,https://doi.org/10.31235/osf.io/83jeg,https://doi.org/10.1080/1350178X.2018.1511257,NA,NA,NA,NA,NA
r6j2e,preprints,2019-01-02,2019-01-05,2019-01-05,NA,10.24093/awej/vol9no4.32,Foreign Language Learners’ Attitudes and Perceptions of L1 Use in L2 Classroom,"Whether to avoid learners’ first language (L1) or to make use of it in the second language (L2) classes is a controversial issue. Some studies have challenged the effectiveness of the monolingual approach to foreign language learning. This study investigates Saudi university learners’ attitudes and perceptions towards incorporating their L1(Arabic) in English class. This study also sheds light into the relationship between students’ perceptions and proficiency level in the target language. To this end, Gaebler's questionnaire (2014) was administered to 60 female learners studying in the preparatory year at a Saudi university. They were from three different English proficiency levels. The results showed that advanced learners hold a negative attitude towards the use of L1 in their English classes, whereas elementary and intermediate learners generally perceive the judicious use of their L1 positively.",TRUE,FALSE,L1 use|learners’ attitudes|Learning foreign language|monolingual approach|role of L1,2019-01-05T04:54:25.884663,NA,NA,TRUE,accepted,2019-01-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f2c698300375c76c7d|5a8c80f5c698300375c76d10|Arts and Humanities|English Language and Literature,NA,2019,https://api.osf.io/v2/preprints/r6j2e/contributors/,https://api.osf.io/v2/preprints/r6j2e/bibliographic_contributors/,https://api.osf.io/v2/preprints/r6j2e/citation/,r6j2e,preprints,https://api.osf.io/v2/preprints/r6j2e/identifiers/,https://api.osf.io/v2/preprints/r6j2e/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/r6j2e/files/,https://api.osf.io/v2/files/5c2c2fa428af78001c64825a/,5c2c2fa428af78001c64825a,files,https://api.osf.io/v2/preprints/r6j2e/review_actions/,https://api.osf.io/v2/preprints/r6j2e/requests/,https://api.osf.io/v2/preprints/r6j2e/,https://osf.io/preprints/socarxiv/r6j2e/,https://doi.org/10.31235/osf.io/r6j2e,https://doi.org/10.24093/awej/vol9no4.32,NA,NA,NA,NA,NA
bh8xg,preprints,2019-11-22,2019-11-22,2019-11-22,NA,NA,Zemskii Sobor: Historiographies and Mythologies of a Russian “Parliament”,"Focusing on the term zemskii sobor, this study explored the historiographies of the early modern Russian assemblies, which the term denoted, as well as the autocratic and democratic mythologies connected to it. Historians have discussed whether the individual assemblies in the sixteenth and seventeenth century could be seen as a consistent institution, what constituencies were represented there, what role they played in the relations of the Tsar with his subjects, and if they were similar to the early modern assemblies elsewhere. The growing historiographic consensus does not see the early modern Russian assemblies as an institution. In the nineteenth–early twentieth century, history writing and myth-making integrated the zemskii sobor into the argumentations of both the opponents and the proponents of parliamentarism in Russia. The autocratic mythology, perpetuated by the Slavophiles in the second half of the nineteenth century, proved more coherent yet did not achieve the recognition from the Tsars. The democratic mythology was more heterogeneous and, despite occasionally fading to the background of the debates, lasted for some hundred years between the 1820s and the 1920s. Initially, the autocratic approach to the zemskii sobor was idealistic, but it became more practical at the summit of its popularity during the Revolution of 1905–1907, when the zemskii sobor was discussed by the government as a way to avoid bigger concessions. Regionalist approaches to Russia’s past and future became formative for the democratic mythology of the zemskii sobor, which persisted as part of the romantic nationalist imagery well into the Russian Civil War of 1918–1922. The zemskii sobor came to represent a Russian constituent assembly, destined to mend the post-imperial crisis. The two mythologies converged in the Priamur Zemskii Sobor, which assembled in Vladivostok in 1922 and became the first assembly to include the term into its official name.",TRUE,FALSE,Assembly of the Land|intellectual history|liberalism|nationalism|regionalism|Russia|Slavophiles|Zemskii Sobor|Zemsky Sobor|Земский собор,2019-11-22T19:21:03.482739,NA,NA,TRUE,accepted,2019-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f2c698300375c76c7d|5a8c80f4c698300375c76ccc|5a8c80f4c698300375c76cd1|Arts and Humanities|History|Intellectual History,NA,2019,https://api.osf.io/v2/preprints/bh8xg/contributors/,https://api.osf.io/v2/preprints/bh8xg/bibliographic_contributors/,https://api.osf.io/v2/preprints/bh8xg/citation/,bh8xg,preprints,https://api.osf.io/v2/preprints/bh8xg/identifiers/,https://api.osf.io/v2/preprints/bh8xg/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/5ad7979bc69830002d8190e3/,5ad7979bc69830002d8190e3,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/bh8xg/files/,https://api.osf.io/v2/files/5dd7e5cc215a8f000b4d1894/,5dd7e5cc215a8f000b4d1894,files,https://api.osf.io/v2/preprints/bh8xg/review_actions/,https://api.osf.io/v2/preprints/bh8xg/requests/,https://api.osf.io/v2/preprints/bh8xg/,https://osf.io/preprints/socarxiv/bh8xg/,https://doi.org/10.31235/osf.io/bh8xg,NA,NA,NA,NA,NA,NA
tpyux,preprints,2019-05-30,2019-05-30,2019-05-30,NA,NA,The Yellow Vests Movement - a case of long transient dynamics?,"Understanding the dynamics of protests and social unrest is important in order to ensure a stable, sustainable development of the society. Mathematical models of social dynamics have been increasingly recognised as a powerful research tool in achieving this goal. Here, motivated by the fact that the dynamics of the ongoing Yellow Vest Movement in France exhibit anomalously long duration (currently it is in 30th week), we explore whether this can be a result of a dynamical systems phenomenon known as long transients. To this end, we build and study a hierarchy of mathematical models describing the ""population dynamics"" of the movement, i.e. how the number of protesters changes with time. We show that in these models long transients appear via two roots: via a ghost attractor and via an interaction of the slow and fast dynamics. We demonstrate that long transients are also present in some earlier models of social protests. Interestingly, our models predict that the Yellow Vest Movement should end abruptly by, at the latest, mid-summer 2019 without any interference from the French government. More generally, we argue that long transients are a generic feature of dynamical models describing social processes in the same way as they are in models of physical, ecological, and evolutionary systems.",TRUE,FALSE,NA,2019-05-30T21:56:27.307806,NA,NA,TRUE,accepted,2019-05-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f7c698300375c76d84|Social and Behavioral Sciences,NA,2019,https://api.osf.io/v2/preprints/tpyux/contributors/,https://api.osf.io/v2/preprints/tpyux/bibliographic_contributors/,https://api.osf.io/v2/preprints/tpyux/citation/,tpyux,preprints,https://api.osf.io/v2/preprints/tpyux/identifiers/,https://api.osf.io/v2/preprints/tpyux/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96c/,563c1cf88c5e4a3877f9e96c,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/tpyux/files/,https://api.osf.io/v2/files/5cef5d732a50c400167fb73d/,5cef5d732a50c400167fb73d,files,https://api.osf.io/v2/preprints/tpyux/review_actions/,https://api.osf.io/v2/preprints/tpyux/requests/,https://api.osf.io/v2/preprints/tpyux/,https://osf.io/preprints/socarxiv/tpyux/,https://doi.org/10.31235/osf.io/tpyux,NA,NA,NA,NA,NA,NA
36hkb,preprints,2019-08-06,2019-08-07,2019-08-07,2019-08-06T03:00:00,NA,"A terminological study about university-society relations:  third mission, socioeconomic surroundings and the evolution of the role of academia","The relationships and interactions between universities and society that go beyond the teaching and research missions have been termed differently by various groups of scholars and in different countries and are more commonly known by the term “university extension”. The different views and interpretations of university missions relate to the development of the understanding of the role of this institution in society. In respect to this, the purpose of the article was to present, based on extensive literature review, the conceptualization of the main terms commonly used to express the university-society relations: third mission, outreach, extension, vinculación, engagement-community and civic. The research results allow us to conclude that the terms studied arise from very similar situations and purposes, namely: teaching and research missions and responsibilities of the university vis-à-vis new visions of the social pact or contract between academia, science and society.",TRUE,FALSE,extension|third mission|university and community,2019-08-07T15:14:42.215046,NA,NA,TRUE,accepted,2019-08-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f2c698300375c76c7d|Arts and Humanities|5a8c80f6c698300375c76d4e|5a8c80f6c698300375c76d5c|Education|Higher Education|5a8c80f7c698300375c76d84|5a8c80f9c698300375c76df4|Social and Behavioral Sciences|Science and Technology Studies,The Authors,2019,https://api.osf.io/v2/preprints/36hkb/contributors/,https://api.osf.io/v2/preprints/36hkb/bibliographic_contributors/,https://api.osf.io/v2/preprints/36hkb/citation/,36hkb,preprints,https://api.osf.io/v2/preprints/36hkb/identifiers/,https://api.osf.io/v2/preprints/36hkb/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/5ad7979bc69830002d8190e3/,5ad7979bc69830002d8190e3,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/36hkb/files/,https://api.osf.io/v2/files/5d49d3660f488d00178e223e/,5d49d3660f488d00178e223e,files,https://api.osf.io/v2/preprints/36hkb/review_actions/,https://api.osf.io/v2/preprints/36hkb/requests/,https://api.osf.io/v2/preprints/36hkb/,https://osf.io/preprints/socarxiv/36hkb/,https://doi.org/10.31235/osf.io/36hkb,NA,NA,NA,NA,NA,NA
ncvqs,preprints,2019-03-10,2019-03-11,2019-03-11,2019-03-09T05:00:00,NA,A chill intro to causal inference via propensity scores,"Observational causal inference is hard. This introduction aims to present causal inference in an accessible and straightforward way, with terminology familiar to information scientists. Particular attention is devoted to propensity scores, which are a commonly used method and also a frequent subject of confusion. Simulations demonstrate the key arguments, and pointers to reference material are provided.",TRUE,FALSE,causal inference|propensity scores,2019-03-11T00:15:47.890446,NA,NA,TRUE,accepted,2019-03-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e2c|Social and Behavioral Sciences|Sociology|Methodology,NA,2019,https://api.osf.io/v2/preprints/ncvqs/contributors/,https://api.osf.io/v2/preprints/ncvqs/bibliographic_contributors/,https://api.osf.io/v2/preprints/ncvqs/citation/,ncvqs,preprints,https://api.osf.io/v2/preprints/ncvqs/identifiers/,https://api.osf.io/v2/preprints/ncvqs/relationships/node/,https://api.osf.io/v2/nodes/mk87d/,mk87d,nodes,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/ncvqs/files/,https://api.osf.io/v2/files/5c859f9b66b44d001d7248c1/,5c859f9b66b44d001d7248c1,files,https://api.osf.io/v2/preprints/ncvqs/review_actions/,https://api.osf.io/v2/preprints/ncvqs/requests/,https://api.osf.io/v2/preprints/ncvqs/,https://osf.io/preprints/socarxiv/ncvqs/,https://doi.org/10.31235/osf.io/ncvqs,NA,NA,NA,NA,NA,NA
92y58,preprints,2019-03-28,2020-10-13,2019-03-28,2019-03-28T00:00:00,NA,Predicting the severity of civil wars: An actor-centric approach,"We introduce an actor-centric approach to predict the severity of conflict one and six months into the future. We argue that the prediction of conflict severity needs to focus on the actors that are responsible for conducting armed violence. Hence, we predict the severity of conflict in government-rebel organization dyads. Our predictors focus especially on rebel organization characteristics, behavior, and the conflict networks actors are embedded in. Our statistical learning approach relies on random forests to predict the severity of conflict. We demonstrate that our model performs especially well distinguishing high levels of severity from very low levels.",TRUE,FALSE,civil war|forecasting|networks|prediction|random forest|rebel organizations,2019-03-28T23:52:09.051636,NA,NA,TRUE,accepted,2019-03-28,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f7c698300375c76d84|5a8c80f8c698300375c76daf|5a8c80f8c698300375c76db0|Social and Behavioral Sciences|Political Science|International Relations|5a8c80f7c698300375c76d84|5a8c80f8c698300375c76daf|5a8c80f8c698300375c76db1|Social and Behavioral Sciences|Political Science|Models and Methods,NA,2019,https://api.osf.io/v2/preprints/92y58/contributors/,https://api.osf.io/v2/preprints/92y58/bibliographic_contributors/,https://api.osf.io/v2/preprints/92y58/citation/,92y58,preprints,https://api.osf.io/v2/preprints/92y58/identifiers/,https://api.osf.io/v2/preprints/92y58/relationships/node/,https://api.osf.io/v2/nodes/t3spx/,t3spx,nodes,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/92y58/files/,https://api.osf.io/v2/files/5c9cb1ade0a7de001994b24f/,5c9cb1ade0a7de001994b24f,files,https://api.osf.io/v2/preprints/92y58/review_actions/,https://api.osf.io/v2/preprints/92y58/requests/,https://api.osf.io/v2/preprints/92y58/,https://osf.io/preprints/socarxiv/92y58/,https://doi.org/10.31235/osf.io/92y58,NA,NA,NA,NA,NA,NA
twx9v,preprints,2019-06-02,2019-06-04,2019-06-04,2016-12-09T00:00:00,NA,Scuba Diving and Sensing the Deep,"Research into the sensuous practices which constitute the phenomenological foundations of sporting experience has been relatively underdeveloped. This paper seeks to address this state of affairs by portraying the sensory activity involved in doing scuba diving. Drawing on the work of Bourdieu and Crossley and using data from interviews with an expert scuba diving instructor, the paper details a spectrum of sensuous activity encompassing moving, touching, listening and hearing in the underwater environment. The paper concludes with a call for the development of sensory studies across the spectrum of sporting activity so as to provide a more adequate foundational link to theorising about sport.",TRUE,FALSE,scuba|senses|sociology of sport|sport|sport psychology,2019-06-04T11:33:27.007506,NA,NA,TRUE,accepted,2019-06-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,5a8c80f7c698300375c76d84|5a8c80f7c698300375c76d98|5a8c80f8c698300375c76dac|Social and Behavioral Sciences|Psychology|Other Psychology|5a8c80f7c698300375c76d84|5a8c80f9c698300375c76df5|Social and Behavioral Sciences|Sports Studies|5a8c80f7c698300375c76d84|5a8c80fac698300375c76e20|5a8c80fac698300375c76e50|Social and Behavioral Sciences|Sociology|Other Sociology,NA,2016,https://api.osf.io/v2/preprints/twx9v/contributors/,https://api.osf.io/v2/preprints/twx9v/bibliographic_contributors/,https://api.osf.io/v2/preprints/twx9v/citation/,twx9v,preprints,https://api.osf.io/v2/preprints/twx9v/identifiers/,https://api.osf.io/v2/preprints/twx9v/relationships/node/,NA,NA,NA,https://api.osf.io/v2/licenses/563c1cf88c5e4a3877f9e96a/,563c1cf88c5e4a3877f9e96a,licenses,https://api.osf.io/v2/providers/preprints/socarxiv/,socarxiv,preprint-providers,https://api.osf.io/v2/preprints/twx9v/files/,https://api.osf.io/v2/files/5cf3bac68d6e05001a62e3fa/,5cf3bac68d6e05001a62e3fa,files,https://api.osf.io/v2/preprints/twx9v/review_actions/,https://api.osf.io/v2/preprints/twx9v/requests/,https://api.osf.io/v2/preprints/twx9v/,https://osf.io/preprints/socarxiv/twx9v/,https://doi.org/10.31235/osf.io/twx9v,NA,NA,NA,NA,NA,NA
